,ID,Title,Author,Org
429,88,ExerCube vs. Personal Trainer: Evaluating a Holistic Immersive and Adaptive Fitness Game Setup, Laia Turmo Vidal,Uppsala University
430,88,ExerCube vs. Personal Trainer: Evaluating a Holistic Immersive and Adaptive Fitness Game Setup, Elisa D. Mekler,University of Basel
431,88,ExerCube vs. Personal Trainer: Evaluating a Holistic Immersive and Adaptive Fitness Game Setup, Elena Marquez Segura,Uppsala University
432,89,Tough Times at Transitional Homeless Shelters: Considering the Impact of Financial Insecurity on Digital Security and Privacy, Manya Sleeper,Google
433,89,Tough Times at Transitional Homeless Shelters: Considering the Impact of Financial Insecurity on Digital Security and Privacy, Tara Matthews,Independent
434,89,Tough Times at Transitional Homeless Shelters: Considering the Impact of Financial Insecurity on Digital Security and Privacy, Kathleen O'Leary,Google
435,89,Tough Times at Transitional Homeless Shelters: Considering the Impact of Financial Insecurity on Digital Security and Privacy, Anna Turner,Google
436,89,Tough Times at Transitional Homeless Shelters: Considering the Impact of Financial Insecurity on Digital Security and Privacy, Jill Palzkill Woelfer,Google
437,89,Tough Times at Transitional Homeless Shelters: Considering the Impact of Financial Insecurity on Digital Security and Privacy, Martin Shelton,Google
438,89,Tough Times at Transitional Homeless Shelters: Considering the Impact of Financial Insecurity on Digital Security and Privacy, Andrew Oplinger,Google
439,89,Tough Times at Transitional Homeless Shelters: Considering the Impact of Financial Insecurity on Digital Security and Privacy, Andreas Schou,Google
440,89,Tough Times at Transitional Homeless Shelters: Considering the Impact of Financial Insecurity on Digital Security and Privacy, Sunny Consolvo,Google
441,90,The Effect of Co-located Audiences on User Experience with Conversational Interfaces in Physical Spaces, Heloisa Candello,IBM Research Brazil
442,90,The Effect of Co-located Audiences on User Experience with Conversational Interfaces in Physical Spaces, Claudio Pinhanez,IBM Research Brazil
443,90,The Effect of Co-located Audiences on User Experience with Conversational Interfaces in Physical Spaces, Mauro Pichiliani,IBM Research Brazil
444,90,The Effect of Co-located Audiences on User Experience with Conversational Interfaces in Physical Spaces, Paulo Cavalin,IBM Research
445,90,The Effect of Co-located Audiences on User Experience with Conversational Interfaces in Physical Spaces, Flavio Figueiredo,Universidade Federal de Minas Gerais
446,90,The Effect of Co-located Audiences on User Experience with Conversational Interfaces in Physical Spaces, Marisa Vasconcelos,IBM Research
447,90,The Effect of Co-located Audiences on User Experience with Conversational Interfaces in Physical Spaces, Haylla Do Carmo,IBM Research
448,91,Unobtrusively Enhancing Reflection-in-Action of Teachers through Spatially Distributed Ambient Information, Pengcheng An,Eindhoven University of Technology
449,91,Unobtrusively Enhancing Reflection-in-Action of Teachers through Spatially Distributed Ambient Information, Saskia Bakker,Eindhoven University of Technology
450,91,Unobtrusively Enhancing Reflection-in-Action of Teachers through Spatially Distributed Ambient Information, Sara Ordanovski,Utrecht University
451,91,Unobtrusively Enhancing Reflection-in-Action of Teachers through Spatially Distributed Ambient Information, Ruurd Taconis,Eindhoven University of Technology
452,91,Unobtrusively Enhancing Reflection-in-Action of Teachers through Spatially Distributed Ambient Information, Chris L.E. Paffen,Utrecht University
453,91,Unobtrusively Enhancing Reflection-in-Action of Teachers through Spatially Distributed Ambient Information, Berry Eggen,Eindhoven University of Technology
454,92,Towards Effective Foraging by Data Scientists to Find Past Analysis Choices, Mary Beth Kery,Carnegie Mellon University
455,92,Towards Effective Foraging by Data Scientists to Find Past Analysis Choices, Bonnie E. John,Bloomberg
456,92,Towards Effective Foraging by Data Scientists to Find Past Analysis Choices, Patrick O'Flaherty,Bloomberg
457,92,Towards Effective Foraging by Data Scientists to Find Past Analysis Choices, Amber Horvath,Carnegie Mellon University
458,92,Towards Effective Foraging by Data Scientists to Find Past Analysis Choices, Brad A. Myers,Carnegie Mellon University
459,93,I Don't Even Have to Bother Them! Using Social Media to Automate the Authentication Ceremony in Secure Messaging, Elham Vaziripour,Brigham Young University
460,93,I Don't Even Have to Bother Them! Using Social Media to Automate the Authentication Ceremony in Secure Messaging, Devon Howard,Brigham Young University
461,93,I Don't Even Have to Bother Them! Using Social Media to Automate the Authentication Ceremony in Secure Messaging, Jake Tyler,Brigham Young University
462,93,I Don't Even Have to Bother Them! Using Social Media to Automate the Authentication Ceremony in Secure Messaging, Mark O'Neill,Brigham Young University
463,93,I Don't Even Have to Bother Them! Using Social Media to Automate the Authentication Ceremony in Secure Messaging, Justin Wu,Brigham Young University
464,93,I Don't Even Have to Bother Them! Using Social Media to Automate the Authentication Ceremony in Secure Messaging, Kent Seamons,Brigham Young University
465,93,I Don't Even Have to Bother Them! Using Social Media to Automate the Authentication Ceremony in Secure Messaging, Daniel Zappala,Brigham Young University
466,94,Exploring Sound Awareness in the Home for People who are Deaf or Hard of Hearing, Dhruv Jain,University of Washington
467,94,Exploring Sound Awareness in the Home for People who are Deaf or Hard of Hearing, Angela Lin,University of Washington
468,94,Exploring Sound Awareness in the Home for People who are Deaf or Hard of Hearing, Rose Guttman,University of Washington
469,94,Exploring Sound Awareness in the Home for People who are Deaf or Hard of Hearing, Marcus Amalachandran,University of Washington
470,94,Exploring Sound Awareness in the Home for People who are Deaf or Hard of Hearing, Aileen Zeng,University of Washington
471,94,Exploring Sound Awareness in the Home for People who are Deaf or Hard of Hearing, Leah Findlater,University of Washington
472,94,Exploring Sound Awareness in the Home for People who are Deaf or Hard of Hearing, Jon Froehlich,University of Washington
473,94,Exploring Sound Awareness in the Home for People who are Deaf or Hard of Hearing,,University of Washington
474,95,Implicit Communication of Actionable Information in Human-AI teams, Claire Liang,Cornell University
475,95,Implicit Communication of Actionable Information in Human-AI teams, Julia Proft,Cornell University
476,95,Implicit Communication of Actionable Information in Human-AI teams, Erik Andersen,Cornell University
477,95,Implicit Communication of Actionable Information in Human-AI teams, Ross A. Knepper,Cornell University
478,96,StreetWise: Smart Speakers vs Human Help in Public Slum Settings, Jennifer Pearson,Swansea University
479,96,StreetWise: Smart Speakers vs Human Help in Public Slum Settings, Simon Robinson,Swansea University
480,96,StreetWise: Smart Speakers vs Human Help in Public Slum Settings, Thomas Reitmaier,Swansea University
481,96,StreetWise: Smart Speakers vs Human Help in Public Slum Settings, Matt Jones,Swansea University
482,96,StreetWise: Smart Speakers vs Human Help in Public Slum Settings, Shashank Ahire,IIT Bombay
483,96,StreetWise: Smart Speakers vs Human Help in Public Slum Settings, Anirudha Joshi,IIT Bombay
484,96,StreetWise: Smart Speakers vs Human Help in Public Slum Settings, Deepak Sahoo,Swansea University
485,96,StreetWise: Smart Speakers vs Human Help in Public Slum Settings, Nimish Maravi,IIT Bombay
486,96,StreetWise: Smart Speakers vs Human Help in Public Slum Settings, Bhakti Bhikne,IIT Bombay
487,97,Ways of Knowing When Research Subjects Care, Dorothy Howard,University of California San Diego
488,97,Ways of Knowing When Research Subjects Care, Lilly Irani,University of California San Diego
489,98,Design and Evaluation of Service Robot's Proactivity in Decision-Making Support Process, Zhenhui Peng,Hong Kong University of Science and Technology
490,98,Design and Evaluation of Service Robot's Proactivity in Decision-Making Support Process, Yunhwan Kwon,Dongguk University
491,98,Design and Evaluation of Service Robot's Proactivity in Decision-Making Support Process, Jiaan Lu,University of Michigan
492,98,Design and Evaluation of Service Robot's Proactivity in Decision-Making Support Process, Ziming Wu,Hong Kong University of Science and Technology
493,98,Design and Evaluation of Service Robot's Proactivity in Decision-Making Support Process, Xiaojuan Ma,Hong Kong University of Science and Technology
494,99,Empowerment on the Margins: The Online Experiences of Community Health Workers, Azra Ismail,Georgia Institute of Technology
495,99,Empowerment on the Margins: The Online Experiences of Community Health Workers, Neha Kumar,Georgia Institute of Technology
496,100,Collaborative Practices with Structured Data: Do Tools Support What Users Need?, Laura Koesten,University of Southampton
497,100,Collaborative Practices with Structured Data: Do Tools Support What Users Need?, Emilia Kacprzak,University of Southampton
498,100,Collaborative Practices with Structured Data: Do Tools Support What Users Need?, Jeni Tennison,The Open Data Institute
499,100,Collaborative Practices with Structured Data: Do Tools Support What Users Need?, Elena Simperl,University of Southampton
500,101,RayCursor: A 3D Pointing Facilitation Technique based on Raycasting, Marc Baloup,Universite de Lille
501,101,RayCursor: A 3D Pointing Facilitation Technique based on Raycasting, Thomas Pietrzak,Universite de Lille
502,101,RayCursor: A 3D Pointing Facilitation Technique based on Raycasting, Gery Casiez,Universite de Lille
503,102,Finding Information on Non-Rectangular Interfaces, Florine Simon,University of Toulouse
504,102,Finding Information on Non-Rectangular Interfaces, Anne Roudaut,University of Bristol
505,102,Finding Information on Non-Rectangular Interfaces, Pourang Irani,University of Manitoba
506,102,Finding Information on Non-Rectangular Interfaces, Marcos Serrano,University of Toulouse
507,103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books, Matjaz Kljun,University of Primorska
508,103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books, Klen CopiC Pucihar,University of Primorska
509,103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books, Jason Alexander,Lancaster University
510,103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books, Maheshya Weerasinghe,University of Primorska
511,103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books, Cuauhtli Campos,University of Primorska
512,103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books, Julie Ducasse,University of Primorska
513,103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books, Barbara KopaCin,University of Primorska
514,103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books, Jens Grubert,Coburg University
515,103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books, Paul Coulton,Lancaster University
516,103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books, Miha Celar,Astral Film
517,104,Swire: Sketch-based User Interface Retrieval, Forrest Huang,University of California Berkeley
518,104,Swire: Sketch-based User Interface Retrieval, John F. Canny,University of California Berkeley
519,104,Swire: Sketch-based User Interface Retrieval, Jeffrey Nichols,Google
520,105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction, Nam Wook Kim,Microsoft Research
521,105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction, Nathalie Henry Riche,Microsoft Research
522,105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction, Benjamin Bach,Edinburgh University
523,105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction, Guanpeng Xu,Philips Academy
524,105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction, Matthew Brehmer,Microsoft Research
525,105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction, Ken Hinckley,Microsoft Research
526,105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction, Michel Pahud,Microsoft Research
527,105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction, Haijun Xia,University of Toronto
528,105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction, Michael J. McGuffin,ecole de Technologie Superieure
529,105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction, Hanspeter Pfister,Harvard University
530,106,'I make up a silly name': Understanding Children's Perception of Privacy Risks Online, Jun Zhao,University of Oxford
531,106,'I make up a silly name': Understanding Children's Perception of Privacy Risks Online, Ge Wang,University College London
532,106,'I make up a silly name': Understanding Children's Perception of Privacy Risks Online, Carys Dally,University of Oxford
533,106,'I make up a silly name': Understanding Children's Perception of Privacy Risks Online, Petr Slovak,King's College London
534,106,'I make up a silly name': Understanding Children's Perception of Privacy Risks Online, Julian Edbrooke-Childs,University College London
535,106,'I make up a silly name': Understanding Children's Perception of Privacy Risks Online, Max Van Kleek,University of Oxford
536,106,'I make up a silly name': Understanding Children's Perception of Privacy Risks Online, Nigel Shadbolt,University of Oxford
537,107,Supporting Coping with Parkinson's Disease Through Self Tracking, Sonali R. Mishra,University of Washington
538,107,Supporting Coping with Parkinson's Disease Through Self Tracking, Predrag Klasnja,University of Michigan
539,107,Supporting Coping with Parkinson's Disease Through Self Tracking, John MacDuffie Woodburn,Sage Bionetworks
540,107,Supporting Coping with Parkinson's Disease Through Self Tracking, Eric B. Hekler,University of California San Diego
541,107,Supporting Coping with Parkinson's Disease Through Self Tracking, Larsson Omberg,Sage Bionetworks
542,107,Supporting Coping with Parkinson's Disease Through Self Tracking, Michael Kellen,Sage Bionetworks
543,107,Supporting Coping with Parkinson's Disease Through Self Tracking, Lara Mangravite,Sage Bionetworks
544,108,What.Hack: Engaging Anti-Phishing Training Through a Role-playing Phishing Simulation Game, Zikai Alex Wen,Cornell University
545,108,What.Hack: Engaging Anti-Phishing Training Through a Role-playing Phishing Simulation Game, Zhiqiu Lin,Cornell University
546,108,What.Hack: Engaging Anti-Phishing Training Through a Role-playing Phishing Simulation Game, Rowena Chen,Cornell University
547,108,What.Hack: Engaging Anti-Phishing Training Through a Role-playing Phishing Simulation Game, Erik Andersen,Cornell University
548,109,Position Exchange Workshops: A Method to Design for Each Other in Families, Diego Munoz,Queensland University of Technology
549,109,Position Exchange Workshops: A Method to Design for Each Other in Families, Bernd Ploderer,Queensland University of Technology
550,109,Position Exchange Workshops: A Method to Design for Each Other in Families, Margot Brereton,Queensland University of Technology
551,110,Behavioural Biometrics in VR: Identifying People from Body Motion and Relations in Virtual Reality, Ken Pfeuffer,Bundeswehr University Munich
552,110,Behavioural Biometrics in VR: Identifying People from Body Motion and Relations in Virtual Reality, Matthias J. Geiger,Ludwig Maximilian University of Munich
553,110,Behavioural Biometrics in VR: Identifying People from Body Motion and Relations in Virtual Reality, Sarah Prange,Ludwig Maximilian University of Munich
554,110,Behavioural Biometrics in VR: Identifying People from Body Motion and Relations in Virtual Reality, Lukas Mecke,Ludwig Maximilian University of Munich
555,110,Behavioural Biometrics in VR: Identifying People from Body Motion and Relations in Virtual Reality, Daniel Buschek,Ludwig Maximilian University of Munich
556,110,Behavioural Biometrics in VR: Identifying People from Body Motion and Relations in Virtual Reality, Florian Alt,Bundeswehr University Munich
557,111,SeeingVR: A Set of Tools to Make Virtual Reality More Accessible to People with Low Vision, Yuhang Zhao,Cornell University
558,111,SeeingVR: A Set of Tools to Make Virtual Reality More Accessible to People with Low Vision, Edward Cutrell,Microsoft Research
559,111,SeeingVR: A Set of Tools to Make Virtual Reality More Accessible to People with Low Vision, Christian Holz,Microsoft Research
560,111,SeeingVR: A Set of Tools to Make Virtual Reality More Accessible to People with Low Vision, Meredith Ringel Morris,Microsoft Research
561,111,SeeingVR: A Set of Tools to Make Virtual Reality More Accessible to People with Low Vision, Eyal Ofek,Microsoft Research
562,111,SeeingVR: A Set of Tools to Make Virtual Reality More Accessible to People with Low Vision, Andrew D. Wilson,Microsoft Research
563,112,The Magic Machine Workshops: Making Personal Design Knowledge, Kristina Andersen,Eindhoven University of Technology
564,112,The Magic Machine Workshops: Making Personal Design Knowledge, Ron Wakkary,Eindhoven University of Technology
565,113,Thermporal: An Easy-To-Deploy Temporal Thermographic Sensor System to Support Residential Energy Audits, Matthew Louis Mauriello,University of Maryland College Park
566,113,Thermporal: An Easy-To-Deploy Temporal Thermographic Sensor System to Support Residential Energy Audits, Brenna McNally,University of Maryland College Park
567,113,Thermporal: An Easy-To-Deploy Temporal Thermographic Sensor System to Support Residential Energy Audits, Jon E. Froehlich,University of Washington
568,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Jon Rogers,University of Dundee
569,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Loraine Clarke,University of Dundee
570,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Martin Skelly,University of Dundee
571,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Nick Taylor,University of Dundee
572,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Pete Thomas,University of Dundee
573,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Michelle Thorne,Mozilla Foundation
574,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Solana Larsen,Mozilla Foundation
575,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Katarzyna Odrozek,Mozilla Foundation
576,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Julia Kloiber,Mozilla Foundation
577,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Peter Bihr,Mozilla Foundation
578,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Anab Jain,Superflux
579,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Jon Arden,Superflux
580,114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet, Max von Grafenstein,Berlin University of the Arts
581,115,(Re-)Framing Menopause Experiences for HCI and Design, Jeffrey Bardzell,Indiana University
582,115,(Re-)Framing Menopause Experiences for HCI and Design, Shaowen Bardzell,Indiana University
583,115,(Re-)Framing Menopause Experiences for HCI and Design, Amanda Lazar,University of Maryland College Park
584,115,(Re-)Framing Menopause Experiences for HCI and Design, Norman Makoto Su,Indiana University
585,116,Playing Blind: Revealing the World of Gamers with Visual Impairment, Ronny Andrade,The University of Melbourne
586,116,Playing Blind: Revealing the World of Gamers with Visual Impairment, Melissa J. Rogerson,The University of Melbourne
587,116,Playing Blind: Revealing the World of Gamers with Visual Impairment, Jenny Waycott,The University of Melbourne
588,116,Playing Blind: Revealing the World of Gamers with Visual Impairment, Steven Baker,The University of Melbourne
589,116,Playing Blind: Revealing the World of Gamers with Visual Impairment, Frank Vetere,The University of Melbourne
590,117,On the Internet Nobody Knows You're a Dog... Unless You're Another Dog, Ilyena Hirskyj-Douglas,Aalto University
591,117,On the Internet Nobody Knows You're a Dog... Unless You're Another Dog, Andres Lucero,Aalto University
592,118,More than the Sum of Makers: The Complex Dynamics of Diverse Practices at Maker Faire, Janis Lena Meissner,Newcastle University
593,118,More than the Sum of Makers: The Complex Dynamics of Diverse Practices at Maker Faire, Pradthana Jarusriboonchai,University of Lapland
594,118,More than the Sum of Makers: The Complex Dynamics of Diverse Practices at Maker Faire, Janice McLaughlin,Newcastle University
595,118,More than the Sum of Makers: The Complex Dynamics of Diverse Practices at Maker Faire, Peter Wright,Newcastle University
596,119,My blood sugar is higher on the weekends: Finding a Role for Context and Context-Awareness in the Design of Health Self-Management Technology, Shriti Raj,University of Michigan
597,119,My blood sugar is higher on the weekends: Finding a Role for Context and Context-Awareness in the Design of Health Self-Management Technology, Kelsey Toporski,University of Michigan
598,119,My blood sugar is higher on the weekends: Finding a Role for Context and Context-Awareness in the Design of Health Self-Management Technology, Ashley Garrity,University of Michigan
599,119,My blood sugar is higher on the weekends: Finding a Role for Context and Context-Awareness in the Design of Health Self-Management Technology, Joyce M. Lee,University of Michigan
600,119,My blood sugar is higher on the weekends: Finding a Role for Context and Context-Awareness in the Design of Health Self-Management Technology, Mark W. Newman,University of Michigan
601,120,Modeling Fully and Partially Constrained Lasso Movements in a Grid of Icons, Shota Yamanaka,Yahoo Japan Corporation
602,120,Modeling Fully and Partially Constrained Lasso Movements in a Grid of Icons, Wolfgang Stuerzlinger,Simon Fraser University
603,121,Sampling Strategy for Ultrasonic Mid-Air Haptics, William Frier,University of Sussex
604,121,Sampling Strategy for Ultrasonic Mid-Air Haptics, Dario Pittera,University of Sussex
605,121,Sampling Strategy for Ultrasonic Mid-Air Haptics, Damien Ablart,University of Sussex
606,121,Sampling Strategy for Ultrasonic Mid-Air Haptics, Marianna Obris,University of Sussex
607,121,Sampling Strategy for Ultrasonic Mid-Air Haptics, Sriram Subramanian,University of Sussex
608,122,Mapping the Margins: Navigating the Ecologies of Domestic Violence Service Provision, Rosanna Bellini,Newcastle University
609,122,Mapping the Margins: Navigating the Ecologies of Domestic Violence Service Provision, Angelika Strohmayer,Newcastle University
610,122,Mapping the Margins: Navigating the Ecologies of Domestic Violence Service Provision, Patrick Olivier,Monash University
611,122,Mapping the Margins: Navigating the Ecologies of Domestic Violence Service Provision, Clara Crivellaro,Newcastle University
612,123,Evaluating the Impact of Pseudo-Colour and Coordinate System on the Detection of Medication-induced ECG Changes, Alaa Alahmadi,University of Manchester
613,123,Evaluating the Impact of Pseudo-Colour and Coordinate System on the Detection of Medication-induced ECG Changes, Alan Davies,University of Manchester
614,123,Evaluating the Impact of Pseudo-Colour and Coordinate System on the Detection of Medication-induced ECG Changes, Jennifer Royle,CRUK Manchester Institute
615,123,Evaluating the Impact of Pseudo-Colour and Coordinate System on the Detection of Medication-induced ECG Changes, Markel Vigo,University of Manchester
616,123,Evaluating the Impact of Pseudo-Colour and Coordinate System on the Detection of Medication-induced ECG Changes, Caroline Jay,University of Manchester
617,124,Discovering Alternative Treatments for Opioid Use Recovery Using Social Media, Stevie Chancellor,Georgia Institute of Technology
618,124,Discovering Alternative Treatments for Opioid Use Recovery Using Social Media, George Nitzburg,Columbia University
619,124,Discovering Alternative Treatments for Opioid Use Recovery Using Social Media, Andrea Hu,Georgia Institute of Technology
620,124,Discovering Alternative Treatments for Opioid Use Recovery Using Social Media, Francisco Zampieri,Georgia Institute of Technology
621,124,Discovering Alternative Treatments for Opioid Use Recovery Using Social Media, Munmun De Choudhury,Georgia Institute of Technology
622,125,Shape Changing Surfaces and Structures: Design Tools and Methods for Electroactive Polymers, Karmen Franinovic,Zurich University of the Arts
623,125,Shape Changing Surfaces and Structures: Design Tools and Methods for Electroactive Polymers, Luke Franzke,Zurich University of the Arts
624,126,How Data Science Workers Work with Data: Discovery Capture Curation Design Creation, Michael Muller,IBM Research
625,126,How Data Science Workers Work with Data: Discovery Capture Curation Design Creation, Ingrid Lange,IBM Research
626,126,How Data Science Workers Work with Data: Discovery Capture Curation Design Creation, Dakuo Wang,IBM Research
627,126,How Data Science Workers Work with Data: Discovery Capture Curation Design Creation, David Piorkowski,IBM Research
628,126,How Data Science Workers Work with Data: Discovery Capture Curation Design Creation, Jason Tsay,IBM Research
629,126,How Data Science Workers Work with Data: Discovery Capture Curation Design Creation, Q. Vera Liao,IBM Research
630,126,How Data Science Workers Work with Data: Discovery Capture Curation Design Creation, Casey Dugan,IBM Research
631,126,How Data Science Workers Work with Data: Discovery Capture Curation Design Creation, Thomas Erickson,Independent Researcher
632,127,An Autonomy-Perspective on the Design of Assistive Technology Experiences of People with Multiple Sclerosis, Florian Guldenpfennig,Technische Universitat Wien
633,127,An Autonomy-Perspective on the Design of Assistive Technology Experiences of People with Multiple Sclerosis, Peter Mayer,Technische Universitat Wien
634,127,An Autonomy-Perspective on the Design of Assistive Technology Experiences of People with Multiple Sclerosis, Paul Panek,Technische Universitat Wien
635,127,An Autonomy-Perspective on the Design of Assistive Technology Experiences of People with Multiple Sclerosis, Geraldine Fitzpatrick,Technische Universitat Wien
636,128,VizML: A Machine Learning Approach to Visualization Recommendation, Kevin Hu,Massachusetts Institute of Technology
637,128,VizML: A Machine Learning Approach to Visualization Recommendation, Michiel A. Bakker,Massachusetts Institute of Technology
638,128,VizML: A Machine Learning Approach to Visualization Recommendation, Stephen Li,Massachusetts Institute of Technology
639,128,VizML: A Machine Learning Approach to Visualization Recommendation, Tim Kraska,Massachusetts Institute of Technology
640,128,VizML: A Machine Learning Approach to Visualization Recommendation, Cesar Hidalgo,Massachusetts Institute of Technology
641,129,This Girl is on Fire: Sensemaking in an Online Health Community for Vulvodynia, Alyson L. Young,Indiana University & Purdue University
642,129,This Girl is on Fire: Sensemaking in an Online Health Community for Vulvodynia, Andrew D. Miller,Indiana University & Purdue University
643,130,Dynamic Network Plaid: A Tool for the Analysis of Dynamic Networks, Alexandra Lee,Swansea University
644,130,Dynamic Network Plaid: A Tool for the Analysis of Dynamic Networks, Daniel Archambault,Swansea University
645,130,Dynamic Network Plaid: A Tool for the Analysis of Dynamic Networks, Miguel Nacenta,University of St. Andrews
646,131,Self-Control in Cyberspace: Applying Dual Systems Theory to a Review of Digital Self-Control Tools, Ulrik Lyngs,University of Oxford
647,131,Self-Control in Cyberspace: Applying Dual Systems Theory to a Review of Digital Self-Control Tools, Kai Lukoff,University of Washington
648,131,Self-Control in Cyberspace: Applying Dual Systems Theory to a Review of Digital Self-Control Tools, Petr Slovak,University College London
649,131,Self-Control in Cyberspace: Applying Dual Systems Theory to a Review of Digital Self-Control Tools, Reuben Binns,University of Oxford
650,131,Self-Control in Cyberspace: Applying Dual Systems Theory to a Review of Digital Self-Control Tools, Adam Slack,University of Oxford
651,131,Self-Control in Cyberspace: Applying Dual Systems Theory to a Review of Digital Self-Control Tools, Michael Inzlicht,University of Toronto
652,131,Self-Control in Cyberspace: Applying Dual Systems Theory to a Review of Digital Self-Control Tools, Max Van Kleek,University of Oxford
653,131,Self-Control in Cyberspace: Applying Dual Systems Theory to a Review of Digital Self-Control Tools, Nigel Shadbolt,University of Oxford
654,132,I'm Sensing in the Rain: Spatial Incongruity in Visual-Tactile Mid-Air Stimulation Can Elicit Ownership in VR Users, Dario Pittera,University of Sussex
655,132,I'm Sensing in the Rain: Spatial Incongruity in Visual-Tactile Mid-Air Stimulation Can Elicit Ownership in VR Users, Elia Gatti,University of Sussex
656,132,I'm Sensing in the Rain: Spatial Incongruity in Visual-Tactile Mid-Air Stimulation Can Elicit Ownership in VR Users, Marianna Obrist,University of Sussex
657,133,Visually Encoding the Lived Experience of Bipolar Disorder, Jaime Snyder,University of Washington
658,133,Visually Encoding the Lived Experience of Bipolar Disorder, Elizabeth Murnane,Stanford University
659,133,Visually Encoding the Lived Experience of Bipolar Disorder, Caitie Lustig,University of California Irvine
660,133,Visually Encoding the Lived Experience of Bipolar Disorder, Stephen Voida,University of Colorado
661,134,Methodological Gaps in Predicting Mental Health States from Social Media: Triangulating Diagnostic Signals, Sindhu Kiranmai Ernala,Georgia Institute of Technology
662,134,Methodological Gaps in Predicting Mental Health States from Social Media: Triangulating Diagnostic Signals, Michael L. Birnbaum,Zucker Hillside Hospital
663,134,Methodological Gaps in Predicting Mental Health States from Social Media: Triangulating Diagnostic Signals, Kristin A. Candan,Zucker Hillside Hospital
664,134,Methodological Gaps in Predicting Mental Health States from Social Media: Triangulating Diagnostic Signals, Asra F. Rizvi,Zucker Hillside Hospital
665,134,Methodological Gaps in Predicting Mental Health States from Social Media: Triangulating Diagnostic Signals, William A. Sterling,Zucker Hillside Hospital
666,134,Methodological Gaps in Predicting Mental Health States from Social Media: Triangulating Diagnostic Signals, John M. Kane,Zucker Hillside Hospital
667,134,Methodological Gaps in Predicting Mental Health States from Social Media: Triangulating Diagnostic Signals, Munmun De Choudhury,Georgia Institute of Technology
668,135,Putting the Value in VR: How to Systematically and Iteratively Develop a Value-Based VR Application with a Complex Target Group, Hanneke Kip,University of Twente
669,135,Putting the Value in VR: How to Systematically and Iteratively Develop a Value-Based VR Application with a Complex Target Group, Saskia M. Kelders,University of Twente
670,135,Putting the Value in VR: How to Systematically and Iteratively Develop a Value-Based VR Application with a Complex Target Group, Lisette J.E.W.C Van Gemert-Pijnen,University of Twente
671,136,Navigating Ride-Sharing Regulations: How Regulations Changed the 'Gig' of Ride-Sharing for Drivers in Taiwan, Anita Chen,Pennsylvania State University
672,136,Navigating Ride-Sharing Regulations: How Regulations Changed the 'Gig' of Ride-Sharing for Drivers in Taiwan, Chien-Wen Yuan,Fu-Jen University
673,136,Navigating Ride-Sharing Regulations: How Regulations Changed the 'Gig' of Ride-Sharing for Drivers in Taiwan, Ning F. Ma,Pennsylvania State University
674,136,Navigating Ride-Sharing Regulations: How Regulations Changed the 'Gig' of Ride-Sharing for Drivers in Taiwan, Chi-Yang Hsu,Pennsylvania State University
675,136,Navigating Ride-Sharing Regulations: How Regulations Changed the 'Gig' of Ride-Sharing for Drivers in Taiwan, Benjamin V. Hanrahan,Pennsylvania State University
