ID,Title,Org,"Using scientific discoveries to inform design practice is an important, but difficult, objective in HCI. In this paper, we provide an overview of Translational Science in HCI by triangulating literature related to the research-practice gap with interview data from many parties engaged (or not) in translating HCI knowledge. We propose a model for Translational Science in HCI based on the concept of a continuum to describe how knowledge progresses (or stalls) through multiple steps and translations until it can influence design practice. The model offers a conceptual framework that can be used by researchers and practitioners to visualize and describe the progression of HCI knowledge through a sequence of translations. Additionally, the model may facilitate a precise identification of translational barriers, which allows devising more effective strategies to increase the use of scientific findings in design practice."
32,Design Goals for Playful Technology to Support Physical Activity Among Wheelchair Users,University of Lincoln,
32,Design Goals for Playful Technology to Support Physical Activity Among Wheelchair Users,University of Lincoln,
483,Leveraging Distal Vibrotactile Feedback for Target Acquisition,University of Lille,
118,More than the Sum of Makers: The Complex Dynamics of Diverse Practices at Maker Faire,University of Lapland,
187,Investigating the Effect of Orientation and Visual Style on Touchscreen Slider Performance,University of Lapland,
500,Together in Bed? Couples' Mobile Technology Use in Bed,University of Lapland,
2,They Don't Leave Us Alone Anywhere We Go: Gender and Digital Abuse in South Asia,University of Kentucky,
234,Bring the Outside In: Providing Accessible Experiences Through VR for People with Dementia in Locked Psychiatric Hospitals,University of Kent,
234,Bring the Outside In: Providing Accessible Experiences Through VR for People with Dementia in Locked Psychiatric Hospitals,University of Kent,
141,Virtual Showdown: An Accessible Virtual Reality Game with Scaffolds for Youth with Visual Impairments,University of Iowa,
141,Virtual Showdown: An Accessible Virtual Reality Game with Scaffolds for Youth with Visual Impairments,University of Iowa,
189,Exploring the Opportunities for Technologies to Enhance Quality of Life with People who have Experienced Vision Loss,University of Iowa,
538,Do People Consume the News they Trust?: Incidental News Usage and the High-Choice Media Environment,University of Illinois Urbana-Champaign,
50,Understanding Visual Cues in Visualizations Accompanied by Audio Narrations,University of Illinois at Urbana-Champaign,
66,A Player-Centric Approach to Designing Spatial Skill Training Games,University of Illinois at Urbana-Champaign,
66,A Player-Centric Approach to Designing Spatial Skill Training Games,University of Illinois at Urbana-Champaign,
303,How do People Sort by Ratings?,University of Illinois at Urbana-Champaign,
344,Trust and Recall of Information across Varying Degrees of Title-Visualization Misalignment,University of Illinois at Urbana-Champaign,
492,User Attitudes towards Algorithmic Opacity and Transparency in Online Reviewing Platforms,University of Illinois at Urbana-Champaign,
492,User Attitudes towards Algorithmic Opacity and Transparency in Online Reviewing Platforms,University of Illinois at Urbana-Champaign,
543,Serpentine: A Self-Powered Reversibly Deformable Cord Sensor for Human Input,University of Illinois at Urbana-Champaign,
307,VoiceAssist: Guiding Users to High-Quality Voice Recordings,University of Illinois at Urbana Champaign,
7,Connect-to-Connected Worlds: Piloting a Mobile Data-Driven Reflection Tool for an Open-Ended Simulation at a Museum,University of Illinois at Chicago & New York Hall of Science,
7,Connect-to-Connected Worlds: Piloting a Mobile Data-Driven Reflection Tool for an Open-Ended Simulation at a Museum,University of Illinois at Chicago,
7,Connect-to-Connected Worlds: Piloting a Mobile Data-Driven Reflection Tool for an Open-Ended Simulation at a Museum,University of Illinois at Chicago,
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging,University of Houston,
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging,University of Houston,
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging,University of Houston,
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging,University of Houston,
415,"Explicating ""Implicit Interaction"": An Examination of the Concept and Challenges for Research",University of Helsinki & Aalto University,
415,"Explicating ""Implicit Interaction"": An Examination of the Concept and Challenges for Research",University of Helsinki,
625,"Transformation through Provocation?: Designing a ""Bot of Conviction"" to Challenge Conceptions and Evoke Critical Reflection",University of Hamburg,
551,Evaluating Expert Curation in a Baby Milestone Tracking App,University of Haifa,
689,Virtual Objects in the Physical World: Relatedness and Psychological Ownership in Augmented Reality,University of Haifa,
359,Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model,University of Hagen,
156,Teachers' Expected and Perceived Gains of Participation in Classroom Based Design Activities,University of Gothenburg & Chalmers University of Technology,
156,Teachers' Expected and Perceived Gains of Participation in Classroom Based Design Activities,University of Gothenburg & Chalmers University of Technology,
156,Teachers' Expected and Perceived Gains of Participation in Classroom Based Design Activities,University of Gothenburg,
580,What's Missing: The Role of Instructional Design in Children's Games-Based Learning,University of Gothenburg,
684,Passquerade: Improving Error Correction of Text Passwords on Mobile Devices by using Graphic Filters for Password Masking,University of Glasgow & Ludwig Maximilian University of Munich,
10,DesignABILITY: Framework for the Design of Accessible Interactive Tools to Support Teaching to Children with Disabilities,University of Glasgow,
80,PlaneVR: Social Acceptability of Virtual Reality for Aeroplane Passengers,University of Glasgow,
208,Haptic Navigation Cues on the Steering Wheel,University of Glasgow,
423,Student Perspectives on Digital Phenotyping: The Acceptability of Using Smartphone Data to Assess Mental Health,University of Glasgow,
593,Automating the Administration and Analysis of Psychiatric Tests: The Case of Attachment in School Age Children,University of Glasgow,
593,Automating the Administration and Analysis of Psychiatric Tests: The Case of Attachment in School Age Children,University of Glasgow,
69,Pictorial System Usability Scale (P-SUS): Developing an Instrument for Measuring Perceived Usability,University of Fribourg,
69,Pictorial System Usability Scale (P-SUS): Developing an Instrument for Measuring Perceived Usability,University of Fribourg,
279,Exploring Virtual Agents for Augmented Reality,University of Florida,
326,The Effects of Interruption Timings on Autonomous Height-Adjustable Desks that Respond to Task Changes,University of Florida,
251,Comparing Effectiveness and Engagement of Data Comics and Infographics,University of Edinburgh,
251,Comparing Effectiveness and Engagement of Data Comics and Infographics,University of Edinburgh,
377,Programmable Donations: Exploring Escrow-Based Conditional Giving,University of Edinburgh,
385,Autonomous Distributed Energy Systems: Problematising the Invisible through Design Drama and Deliberation,University of Edinburgh,
385,Autonomous Distributed Energy Systems: Problematising the Invisible through Design Drama and Deliberation,University of Edinburgh,
423,Student Perspectives on Digital Phenotyping: The Acceptability of Using Smartphone Data to Assess Mental Health,University of Edinburgh,
513,Should I Agree? Delegating Consent Decisions Beyond the Individual,University of Edinburgh,
513,Should I Agree? Delegating Consent Decisions Beyond the Individual,University of Edinburgh,
513,Should I Agree? Delegating Consent Decisions Beyond the Individual,University of Edinburgh,
569,Card Mapper: Enabling Data-Driven Reflections on Ideation Cards,University of Edinburgh,
593,Automating the Administration and Analysis of Psychiatric Tests: The Case of Attachment in School Age Children,University of Edinburgh,
114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet,University of Dundee,
214,Developing Accessible Services: Understanding Current Knowledge and Areas for Future Support,University of Dundee,
485,Let Me Explain: Impact of Personal and Impersonal Explanations on Trust in Recommender Systems,University of Duisburg-Essen,
521,Understanding the Impact of Information Representation on Willingness to Share Information,University of Duisburg-Essen,
463,Everyone Brings Their Grain of Salt: Designing for Low-Literate Parental Engagement with a Mobile Literacy Technology in Cote d'Ivoire,University of Delaware,
223,A Framework for the Experience of Meaning in Human-Computer Interaction,University of Copenhagen,
264,Blockchain Assemblages: Whiteboxing Technology and Transforming Infrastructural Imaginaries,University of Copenhagen,
289,Effects of Locomotion and Visual Overview on Spatial Memory when Interacting with Wall Displays,University of Copenhagen,
381,Barriers to End-User Designers of Augmented Fabrication,University of Copenhagen,
381,Barriers to End-User Designers of Augmented Fabrication,University of Copenhagen,
406,Magnetips: Combining Fingertip Tracking and Haptic Feedback for Around-Device Interaction,University of Copenhagen,
406,Magnetips: Combining Fingertip Tracking and Haptic Feedback for Around-Device Interaction,University of Copenhagen,
416,Charting Subtle Interaction in the HCI Literature,University of Copenhagen,
444,Augmented Reality Views for Occluded Interaction,University of Copenhagen,
566,Tool Extension in Human-Computer Interaction,University of Copenhagen,
35,From HCI to HCI-Amusement: Strategies for Engaging what New Technology Makes Old,University of Colorado Boulder,
284,Infrastructuring the Imaginary: How Sea-Level Rise Comes to Matter in the San Francisco Bay Area,University of Colorado Boulder,
293,3D Pen + 3D Printer: Exploring the Role of Humans and Fabrication Machines in Creative Making,University of Colorado Boulder,
302,Investigating the Impact of a Real-time Multimodal Student Engagement Analytics Technology in Authentic Classrooms,University of Colorado Boulder,
313,Communicating Hurricane Risks: Multi-Method Examination of Risk Imagery Diffusion,University of Colorado Boulder,
313,Communicating Hurricane Risks: Multi-Method Examination of Risk Imagery Diffusion,University of Colorado Boulder,
340,Dynamics of Visual Attention in Multiparty Collaborative Problem Solving using Multidimensional Recurrence Quantification Analysis,University of Colorado Boulder,
343,AdaCAD: Crafting Software For Smart Textiles Design,University of Colorado Boulder,
490,StoryBlocks: A Tangible Programming Game To Create Accessible Audio Stories,University of Colorado Boulder,
494,Time to Scale: Generalizable Affect Detection for Tens of Thousands of Students across An Entire School Year,University of Colorado Boulder,
512,It Broadens My Mind: Empowering People with Cognitive Disabilities through Computing Education,University of Colorado Boulder,
667,Measuring the Separability of Shape Size and Color in Scatterplots,University of Colorado Boulder,
133,Visually Encoding the Lived Experience of Bipolar Disorder,University of Colorado,
83,What Can Gestures Tell? Detecting Motor Impairment in Early Parkinson's from Common Touch Gestural Interactions,University of Chinese Academy of Sciences,
83,What Can Gestures Tell? Detecting Motor Impairment in Early Parkinson's from Common Touch Gestural Interactions,University of Chinese Academy of Sciences,
83,What Can Gestures Tell? Detecting Motor Impairment in Early Parkinson's from Common Touch Gestural Interactions,University of Chinese Academy of Sciences,
469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network,University of Chinese Academy of Sciences,
469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network,University of Chinese Academy of Sciences,
469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network,University of Chinese Academy of Sciences,
425,Detecting Visuo-Haptic Mismatches in Virtual Reality using the Prediction Error Negativity of Event-Related Brain Potentials,University of Chicago,
425,Detecting Visuo-Haptic Mismatches in Virtual Reality using the Prediction Error Negativity of Event-Related Brain Potentials,University of Chicago,
550,How Users Interpret Bugs in Trigger-Action Programming,University of Chicago,
550,How Users Interpret Bugs in Trigger-Action Programming,University of Chicago,
557,Explaining Decision-Making Algorithms through UI: Strategies to Help Non-Expert Stakeholders,University of Chicago,
641,Preemptive Action: Accelerating Human Reaction using Electrical Muscle Stimulation Without Compromising Agency,University of Chicago,
694,Egocentric Smaller-person Experience through a Change in Visual Perspective,University of Chicago,
59,An Evaluation of Radar Metaphors for Providing Directional Stimuli Using Non-Verbal Sound,University of Central Lancashire,
265,Risk vs. Restriction: The Tension between Providing a Sense of Normalcy and Keeping Foster Teens Safe Online,University of Central Florida,
265,Risk vs. Restriction: The Tension between Providing a Sense of Normalcy and Keeping Foster Teens Safe Online,University of Central Florida,
226,On the Shoulder of the Giant: A Multi-Scale Mixed Reality Collaboration with 360 Video Sharing and Tangible Interaction,University of Canterbury & University of South Australia,
360,Anchoring Effects and Troublesome Asymmetric Transfer in Subjective Ratings,University of Canterbury,
489,Gaze-Guided Narratives: Adapting Audio Guide Content to Gaze in Virtual and Real Environments,University of Canterbury,
638,Peripheral Notifications in Large Displays: Effects of Feature Combination and Task Interference,University of Canterbury,
250,Crowdsourcing Interface Feature Design with Bayesian Optimization,University of Cambridge,
389,Crowdworker Economics in the Gig Economy,University of Cambridge,
589,VelociWatch: Designing and Evaluating a Virtual Keyboard for the Input of Challenging Text,University of Cambridge,
33,Designing 'True Colors': A Social Wearable that Affords Vulnerability,University of California Santa Cruz,
33,Designing 'True Colors': A Social Wearable that Affords Vulnerability,University of California Santa Cruz,
74,Causeway: Scaling Situated Learning with Micro-Role Hierarchies,University of California Santa Cruz,
562,Shaping Pro-Social Interaction in VR: An Emerging Design Framework,University of California Santa Cruz,
676,Making Sense of Human-Food Interaction,University of California Santa Cruz,
295,RePlay: Contextually Presenting Learning Videos Across Software Applications,University of California San Diego & Adobe Research,
97,Ways of Knowing When Research Subjects Care,University of California San Diego,
107,Supporting Coping with Parkinson's Disease Through Self Tracking,University of California San Diego,
138,How Guiding Questions Facilitate Feedback Exchange in Project-Based Learning,University of California San Diego,
261,Practitioners Teaching Data Science in Industry and Academia: Expectations Workflows and Challenges,University of California San Diego,
295,RePlay: Contextually Presenting Learning Videos Across Software Applications,University of California San Diego,
295,RePlay: Contextually Presenting Learning Videos Across Software Applications,University of California San Diego,
425,Detecting Visuo-Haptic Mismatches in Virtual Reality using the Prediction Error Negativity of Event-Related Brain Potentials,University of California San Diego,
491,Managerial Visions: Stories of Upgrading and Maintaining the Public Restroom with IoT,University of California San Diego,
133,Visually Encoding the Lived Experience of Bipolar Disorder,University of California Irvine,
203,Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health,University of California Irvine,
456,Making Healthcare Infrastructure Work: Unpacking the Infrastructuring Work of Individuals,University of California Irvine,
479,Turn to the Self in Human-Computer Interaction: Care of the Self in Negotiating the Human-Technology Relationship,University of California Irvine,
605,"The ""Comadre"" Project: An Asset-Based Design Approach to Connecting Low-Income Latinx Families to Out-of-School Learning Opportunities",University of California Irvine,
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory,University of California Irvine,
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging,University of California Irvine,
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging,University of California Irvine,
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging,University of California Irvine,
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging,University of California Irvine,
575,TalkTraces: Real-Time Capture and Visualization of Verbal Content in Meetings,University of California Davis,
575,TalkTraces: Real-Time Capture and Visualization of Verbal Content in Meetings,University of California Davis,
35,From HCI to HCI-Amusement: Strategies for Engaging what New Technology Makes Old,University of California Berkeley,
45,Smart Home Security Cameras and Shifting Lines of Creepiness: A Design-Led Inquiry,University of California Berkeley,
104,Swire: Sketch-based User Interface Retrieval,University of California Berkeley,
260,"Bringing Design to the Privacy Table: Broadening ""Design"" in ""Privacy by Design"" Through the Lens of HCI",University of California Berkeley,
268,Managing Messes in Computational Notebooks,University of California Berkeley,
281,Beyond Schematic Capture: Meaningful Abstractions for Better Electronics Design Tools,University of California Berkeley,
282,TutoriVR: A Video-Based Tutorial System for Design Applications in Virtual Reality,University of California Berkeley,
282,TutoriVR: A Video-Based Tutorial System for Design Applications in Virtual Reality,University of California Berkeley,
284,Infrastructuring the Imaginary: How Sea-Level Rise Comes to Matter in the San Francisco Bay Area,University of California Berkeley,
492,User Attitudes towards Algorithmic Opacity and Transparency in Online Reviewing Platforms,University of California Berkeley,
496,Heimdall: A Remotely Controlled Inspection Workbench For Debugging Microcontroller Projects,University of California Berkeley,
496,Heimdall: A Remotely Controlled Inspection Workbench For Debugging Microcontroller Projects,University of California Berkeley,
496,Heimdall: A Remotely Controlled Inspection Workbench For Debugging Microcontroller Projects,University of California Berkeley,
577,Gamut: A Design Probe to Understand How Data Scientists Understand Machine Learning Models,University of California Berkeley,
602,A Promise Is A Promise: The Effect of Commitment Devices on Computer Security Intentions,University of California Berkeley,
602,A Promise Is A Promise: The Effect of Commitment Devices on Computer Security Intentions,University of California Berkeley,
612,Understanding Digitally-Mediated Empathy: An Exploration of Visual Narrative and Biosensory Informational Cues,University of California Berkeley,
612,Understanding Digitally-Mediated Empathy: An Exploration of Visual Narrative and Biosensory Informational Cues,University of California Berkeley,
678,Life-Affirming Biosensing in Public: Sounding Heartbeats on a Red Bench,University of California Berkeley,
362,Look-From Camera Control for 3D Terrain Maps,University of Calgary,
362,Look-From Camera Control for 3D Terrain Maps,University of Calgary,
401,AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits,University of Calgary,
670,Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair,University of Calgary,
621,Augmenting Couples' Communication with Lifelines: Shared Timelines of Mixed Contextual Information,University of British Columbia & University Paris-Sud,
162,Towards Understanding the Link Between Age and Smartphone Authentication,University of British Columbia,
162,Towards Understanding the Link Between Age and Smartphone Authentication,University of British Columbia,
316,Freedom to Personalize My Digital Classroom: Understanding Teachers' Practices and Motivations,University of British Columbia,
338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources",University of British Columbia,
487,Can you believe [1:21]?!: Content and Time-Based Reference Patterns in Video Comments,University of British Columbia,
499,PinchList: Leveraging Pinch Gestures for Hierarchical List Navigation on Smartphones,University of British Columbia,
531,FTVR in VR: Evaluation of 3D Perception With a Simulated Volumetric Fish-Tank Virtual Reality Display,University of British Columbia,
556,Haptipedia: Accelerating Haptic Device Discovery to Support Interaction & Engineering Design,University of British Columbia,
556,Haptipedia: Accelerating Haptic Device Discovery to Support Interaction & Engineering Design,University of British Columbia,
587,Vulnerability & Blame: Making Sense of Unauthorized Access to Smartphones,University of British Columbia,
102,Finding Information on Non-Rectangular Interfaces,University of Bristol,
271,PickCells: A Physically Reconfigurable Cell-composed Touchscreen,University of Bristol,
299,Social Cultural and Systematic Frustrations Motivating the Formation of a DIY Hearing Loss Hacking Community,University of Bristol,
376,Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils,University of Bristol,
395,Evaluating Sustainable Interaction Design of Digital Services: The Case of YouTube,University of Bristol,
420,"HawkEye â€"" Deploying a Design Fiction Probe",University of Bristol,
457,Like Popcorn: Crossmodal Correspondences Between Scents 3D Shapes and Emotions in Children,University of Bristol,
457,Like Popcorn: Crossmodal Correspondences Between Scents 3D Shapes and Emotions in Children,University of Bristol,
481,VARI-SOUND: A Varifocal Lens for Sound,University of Bristol,
504,"Behind the Curtain of the ""Ultimate Empathy Machine"": On the Composition of Virtual Reality Nonfiction Experiences",University of Bristol,
504,"Behind the Curtain of the ""Ultimate Empathy Machine"": On the Composition of Virtual Reality Nonfiction Experiences",University of Bristol,
181,The Role of Physical Props in VR Climbing Environments,University of Bremen,
671,Does It Feel Real? Using Tangibles with Different Fidelities to Build and Explore Scenes in Virtual Reality,University of Bremen,
140,If you want I can store the encrypted password: A Password-Storage Field Study with Freelance Developers,University of Bonn,
140,If you want I can store the encrypted password: A Password-Storage Field Study with Freelance Developers,University of Bonn,
140,If you want I can store the encrypted password: A Password-Storage Field Study with Freelance Developers,University of Bonn,
390,Why Do You Need This? Selective Disclosure of Data Among Citizen Scientists,University of Birmingham,
417,Monotasking or Multitasking: Designing for Crowdworkers' Preferences,University of Birmingham,
567,Participatory Design of VR Scenarios for Exposure Therapy,University of Bergen & Haukeland University Hospital,
567,Participatory Design of VR Scenarios for Exposure Therapy,University of Bergen,
567,Participatory Design of VR Scenarios for Exposure Therapy,University of Bergen,
567,Participatory Design of VR Scenarios for Exposure Therapy,University of Bergen,
76,CodeGazer: Making Code Navigation Easy and Natural With Gaze Input,University of Bath & University of Auckland,
22,Emotional Utility and Recall of the Facebook News Feed,University of Bath,
70,Designing Second-Screening Experiences for Social Co-Selection and Critical Co-Viewing of Reality TV,University of Bath,
157,Virtual Performance Augmentation in an Immersive Jump & Run Exergame,University of Bath,
201,ReType: Quick Text Editing with Keyboard and Gaze,University of Bath,
220,Patient Perspectives on Self-Management Technologies for Chronic Fatigue Syndrome,University of Bath,
411,ORC Layout: Adaptive GUI Layout with OR-Constraints,University of Bath,
504,"Behind the Curtain of the ""Ultimate Empathy Machine"": On the Composition of Virtual Reality Nonfiction Experiences",University of Bath,
504,"Behind the Curtain of the ""Ultimate Empathy Machine"": On the Composition of Virtual Reality Nonfiction Experiences",University of Bath,
66,A Player-Centric Approach to Designing Spatial Skill Training Games,University of Basel,
88,ExerCube vs. Personal Trainer: Evaluating a Holistic Immersive and Adaptive Fitness Game Setup,University of Basel,
221,The Role of Gaming During Difficult Life Experiences,University of Basel,
223,A Framework for the Experience of Meaning in Human-Computer Interaction,University of Basel,
157,Virtual Performance Augmentation in an Immersive Jump & Run Exergame,University of Auckland & University of Bath,
76,CodeGazer: Making Code Navigation Easy and Natural With Gaze Input,University of Auckland,
76,CodeGazer: Making Code Navigation Easy and Natural With Gaze Input,University of Auckland,
201,ReType: Quick Text Editing with Keyboard and Gaze,University of Auckland,
201,ReType: Quick Text Editing with Keyboard and Gaze,University of Auckland,
324,ChewIt. An Intraoral Interface for Discreet Interactions,University of Auckland,
324,ChewIt. An Intraoral Interface for Discreet Interactions,University of Auckland,
652,Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams,University Hospital of Wurzburg,
131,Self-Control in Cyberspace: Applying Dual Systems Theory to a Review of Digital Self-Control Tools,University College London & King's College London,
43,Evaluating the Effect of Feedback from Different Computer Vision Processing Stages: A Comparative Lab Study,University College London,
106,'I make up a silly name': Understanding Children's Perception of Privacy Risks Online,University College London,
106,'I make up a silly name': Understanding Children's Perception of Privacy Risks Online,University College London,
299,Social Cultural and Systematic Frustrations Motivating the Formation of a DIY Hearing Loss Hacking Community,University College London,
385,Autonomous Distributed Energy Systems: Problematising the Invisible through Design Drama and Deliberation,University College London,
390,Why Do You Need This? Selective Disclosure of Data Among Citizen Scientists,University College London,
417,Monotasking or Multitasking: Designing for Crowdworkers' Preferences,University College London,
417,Monotasking or Multitasking: Designing for Crowdworkers' Preferences,University College London,
420,"HawkEye â€"" Deploying a Design Fiction Probe",University College London,
420,"HawkEye â€"" Deploying a Design Fiction Probe",University College London,
459,Understanding the Shared Experience of Runners and Spectators in Long-Distance Running Events,University College London,
520,I'm a Giant: Walking in Large Virtual Environments at High Speed Gains,University College London,
560,Cross-Device Taxonomy: Survey Opportunities and Challenges of Interactions Spanning Across Multiple Devices,University College London,
560,Cross-Device Taxonomy: Survey Opportunities and Challenges of Interactions Spanning Across Multiple Devices,University College London,
580,What's Missing: The Role of Instructional Design in Children's Games-Based Learning,University College London,
580,What's Missing: The Role of Instructional Design in Children's Games-Based Learning,University College London,
597,"Emotion and Experience in Negotiating HIV-Related Digital Resources: ""It's not just a runny nose!""",University College London,
637,Tracking the Consumption of Home Essentials,University College London,
656,As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity,University College London,
656,As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity,University College London,
663,Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK,University College London,
677,Designing for Digital Playing Out,University College London,
690,Signal Appropriation of Explicit HIV Status Disclosure Fields in Sex-Social Apps used by Gay and Bisexual Men,University College London,
690,Signal Appropriation of Explicit HIV Status Disclosure Fields in Sex-Social Apps used by Gay and Bisexual Men,University College London,
690,Signal Appropriation of Explicit HIV Status Disclosure Fields in Sex-Social Apps used by Gay and Bisexual Men,University College London,
473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents,University College Dublin,
473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents,University College Dublin,
473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents,University College Dublin,
473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents,University College Dublin,
402,Printer Pals: Experience-Centered Design to Support Agency for People with Dementia,University College Cork,
402,Printer Pals: Experience-Centered Design to Support Agency for People with Dementia,University College Cork,
402,Printer Pals: Experience-Centered Design to Support Agency for People with Dementia,University College Cork,
473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents,University College Cork,
608,Care and Design: An Ethnography of Mutual Recognition in the Context of Advanced Dementia,University College Cork,
213,Stroke-Gesture Input for People with Motor Impairments: Empirical Results & Research Roadmap,University Ştefan cel Mare of Suceava,
222,The Dissimilarity-Consensus Approach to Agreement Analysis in Gesture Elicitation Studies,University Ştefan cel Mare of Suceava,
484,Designing for the Infrastructure of the Supply Chain of Malay Handwoven Songket in Terengganu,Universiti Teknologi MARA,
627,An Exploration of Bitcoin Mining Practices: Miners' Trust Challenges and Motivations,Universiti Teknologi MARA,
215,Touchstone2: An Interactive Environment for Exploring Trade-offs in HCI Experiment Design,Universite Paris-Sud,
215,Touchstone2: An Interactive Environment for Exploring Trade-offs in HCI Experiment Design,Universite Paris-Sud,
42,ActiveInk: (Th)Inking with Data,Universite Paris-Saclay,
509,Understanding Kinaesthetic Creativity in Dance,Universite Paris-Saclay,
271,PickCells: A Physically Reconfigurable Cell-composed Touchscreen,Universite Grenoble Alpes,
463,Everyone Brings Their Grain of Salt: Designing for Low-Literate Parental Engagement with a Mobile Literacy Technology in Cote d'Ivoire,Universite Felix Houphouet-Boigny,
101,RayCursor: A 3D Pointing Facilitation Technique based on Raycasting,Universite de Lille,
101,RayCursor: A 3D Pointing Facilitation Technique based on Raycasting,Universite de Lille,
607,The Mental Image Revealed by Gaze Tracking,Universitat Regensburg,
429,Around the (Virtual) World: Infinite Walking in Virtual Reality Using Electrical Muscle Stimulation,Universitat Duisburg-Essen,
145,Sharing Economy Design Cards,Universita della Svizzera italiana,
145,Sharing Economy Design Cards,Universita della Svizzera italiana,
506,Guideline-Based Evaluation of Web Readability,Universita degli Studi di Trento,
90,The Effect of Co-located Audiences on User Experience with Conversational Interfaces in Physical Spaces,Universidade Federal de Minas Gerais,
587,Vulnerability & Blame: Making Sense of Unauthorized Access to Smartphones,Universidade de Lisboa,
656,As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity,Universidad Loyola Andalucia,
10,DesignABILITY: Framework for the Design of Accessible Interactive Tools to Support Teaching to Children with Disabilities,Universidad del Cauca,
10,DesignABILITY: Framework for the Design of Accessible Interactive Tools to Support Teaching to Children with Disabilities,Universidad de San Buenaventura,
2,They Don't Leave Us Alone Anywhere We Go: Gender and Digital Abuse in South Asia,Universidad de Colima,
656,As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity,Universidad Carlos III de Madrid,
10,DesignABILITY: Framework for the Design of Accessible Interactive Tools to Support Teaching to Children with Disabilities,Universidad Autonoma de Occidente,
151,Pretty Close to a Must-Have: Balancing Usability Desire and Security Concern in Biometric Adoption,United States Naval Academy,
154,Apprise: Supporting the Critical-Agency of Victims of Human Trafficking in Thailand,United Nations University,
382,Bookly: An Interactive Everyday Artifact Showing the Time of Physically Accumulated Reading Activity,Ulsan National Institute of Science and Technology,
88,ExerCube vs. Personal Trainer: Evaluating a Holistic Immersive and Adaptive Fitness Game Setup,Ulm University,
412,Exploring Interaction Fidelity in Virtual Reality: Object Manipulation and Whole-Body Movements,Ulm University,
623,A Design Space for Gaze Interaction on Head-mounted Displays,Ulm University,
476,Only one item left? Heuristic Information Trumps Calorie Count When Supporting Healthy Snacking Under Low Self-Control,Ulius-Maximilians-Universitat,
677,Designing for Digital Playing Out,UCL Institute of Education,
257,Influencers in Multiplayer Online Shooters: Evidence of Social Contagion in Playtime and Social Play,Ubisoft Massive Entertainment,
79,DataSelfie: Empowering People to Design Personalized Visuals to Represent Their Data,Tufts University,
216,Socio-technical Dynamics: Cooperation of Emergent and Established Organisations in Crises and Disasters,TU Wien,
269,Nurturing Constructive Disagreement - Agonistic Design with Neurodiverse Children,TU Wien,
147,Assessing the Accuracy of Point & Teleport Locomotion with Orientation Indication for Virtual Reality using Curved Trajectories,TU Darmstadt,
475,Mind the Tap: Assessing Foot-Taps for Interacting with Head-Mounted Displays,TU Darmstadt,
475,Mind the Tap: Assessing Foot-Taps for Interacting with Head-Mounted Displays,TU Darmsatdt,
24,EarTouch: Facilitating Smartphone Use for Visually Impaired People in Mobile and Public Scenarios,Tsinghua University,
24,EarTouch: Facilitating Smartphone Use for Visually Impaired People in Mobile and Public Scenarios,Tsinghua University,
24,EarTouch: Facilitating Smartphone Use for Visually Impaired People in Mobile and Public Scenarios,Tsinghua University,
198,Typing on Split Keyboards with Peripheral Vision,Tsinghua University,
198,Typing on Split Keyboards with Peripheral Vision,Tsinghua University,
198,Typing on Split Keyboards with Peripheral Vision,Tsinghua University,
273,Clench Interface: Novel Biting Input Techniques,Tsinghua University,
