"","ID","Title","Authors"
"2952",144,"In UX We Trust: Investigation of Aesthetics and Usability of Driver-Vehicle Interfaces and Their Impact on the Perception of Automated Driving"," Johannes Kepler University)"
"3654",144,"In UX We Trust: Investigation of Aesthetics and Usability of Driver-Vehicle Interfaces and Their Impact on the Perception of Automated Driving"," Linda Ng Boyle (University of Washington)"
"4356",144,"In UX We Trust: Investigation of Aesthetics and Usability of Driver-Vehicle Interfaces and Their Impact on the Perception of Automated Driving"," Erika Miller (Colorado State University)"
"5058",144,"In UX We Trust: Investigation of Aesthetics and Usability of Driver-Vehicle Interfaces and Their Impact on the Perception of Automated Driving"," Klemens Weigl (Katholische Universitat Eichstatt-Ingolstadt & Technische Hochschule Ingolstadt)"
"145",145,"Sharing Economy Design Cards"," Anton Fedosov (Universita della Svizzera italiana)"
"847",145,"Sharing Economy Design Cards"," Masako Kitazaki (Fuji Xerox)"
"1549",145,"Sharing Economy Design Cards"," William Odom (Simon Fraser University)"
"2251",145,"Sharing Economy Design Cards"," Marc Langheinrich (Universita della Svizzera italiana)"
"146",146,"SottoVoce: An Ultrasound Imaging-Based Silent Speech Interaction Using Deep Neural Networks"," Naoki Kimura"
"848",146,"SottoVoce: An Ultrasound Imaging-Based Silent Speech Interaction Using Deep Neural Networks"," Michinari Kono (The University of Tokyo)"
"1550",146,"SottoVoce: An Ultrasound Imaging-Based Silent Speech Interaction Using Deep Neural Networks"," Jun Rekimoto (The University of Tokyo)"
"147",147,"Assessing the Accuracy of Point & Teleport Locomotion with Orientation Indication for Virtual Reality using Curved Trajectories"," Markus Funk"
"849",147,"Assessing the Accuracy of Point & Teleport Locomotion with Orientation Indication for Virtual Reality using Curved Trajectories"," Florian Muller"
"1551",147,"Assessing the Accuracy of Point & Teleport Locomotion with Orientation Indication for Virtual Reality using Curved Trajectories"," Marco Fendrich"
"2253",147,"Assessing the Accuracy of Point & Teleport Locomotion with Orientation Indication for Virtual Reality using Curved Trajectories"," Megan Shene"
"2955",147,"Assessing the Accuracy of Point & Teleport Locomotion with Orientation Indication for Virtual Reality using Curved Trajectories"," Moritz Kolvenbach"
"3657",147,"Assessing the Accuracy of Point & Teleport Locomotion with Orientation Indication for Virtual Reality using Curved Trajectories"," Niclas Dobbertin"
"4359",147,"Assessing the Accuracy of Point & Teleport Locomotion with Orientation Indication for Virtual Reality using Curved Trajectories"," Sebastian Gunther"
"5061",147,"Assessing the Accuracy of Point & Teleport Locomotion with Orientation Indication for Virtual Reality using Curved Trajectories"," Max Muhlhauser (TU Darmstadt)"
"148",148,"From Director's Cut to User's Cut: to Watch a Brain-Controlled Film is to Edit it"," Richard Ramchurn"
"850",148,"From Director's Cut to User's Cut: to Watch a Brain-Controlled Film is to Edit it"," Sarah Martindale"
"1552",148,"From Director's Cut to User's Cut: to Watch a Brain-Controlled Film is to Edit it"," Max L. Wilson"
"2254",148,"From Director's Cut to User's Cut: to Watch a Brain-Controlled Film is to Edit it"," Steve Benford (University of Nottingham)"
"149",149,"The Invisible Potential of Facial Electromyography: A Comparison of EMG and Computer Vision when Distinguishing Posed from Spontaneous Smiles"," Monica Perusquia-Hernandez (NTT Communication Science Laboratories)"
"851",149,"The Invisible Potential of Facial Electromyography: A Comparison of EMG and Computer Vision when Distinguishing Posed from Spontaneous Smiles"," Saho Ayabe-Kanamura"
"1553",149,"The Invisible Potential of Facial Electromyography: A Comparison of EMG and Computer Vision when Distinguishing Posed from Spontaneous Smiles"," Kenji Suzuki (University of Tsukuba)"
"2255",149,"The Invisible Potential of Facial Electromyography: A Comparison of EMG and Computer Vision when Distinguishing Posed from Spontaneous Smiles"," Shiro Kumano (NTT Communication Science Laboratories)"
"150",150,"Enable or Disable Gamification?: Analyzing the Impact of Choice in a Gamified Image Tagging Task"," Pascal Lessel"
"852",150,"Enable or Disable Gamification?: Analyzing the Impact of Choice in a Gamified Image Tagging Task"," Maximilian Altmeyer (German Research Center for Artificial Intelligence)"
"1554",150,"Enable or Disable Gamification?: Analyzing the Impact of Choice in a Gamified Image Tagging Task"," Lea Verena Schmeer (Saarland University)"
"2256",150,"Enable or Disable Gamification?: Analyzing the Impact of Choice in a Gamified Image Tagging Task"," Antonio Kruger"
"2958",150,"Enable or Disable Gamification?: Analyzing the Impact of Choice in a Gamified Image Tagging Task"," (German Research Center for Artificial Intelligence)"
"151",151,"Pretty Close to a Must-Have: Balancing Usability Desire and Security Concern in Biometric Adoption"," Flynn Wolf"
"853",151,"Pretty Close to a Must-Have: Balancing Usability Desire and Security Concern in Biometric Adoption"," Ravi Kuber (University of Maryland)"
"1555",151,"Pretty Close to a Must-Have: Balancing Usability Desire and Security Concern in Biometric Adoption"," Adam J. Aviv (United States Naval Academy)"
"152",152,"r/science: Challenges and Opportunities in Online Science Communication"," Ridley Jones"
"854",152,"r/science: Challenges and Opportunities in Online Science Communication"," Lucas Colusso"
"1556",152,"r/science: Challenges and Opportunities in Online Science Communication"," Katharina Reinecke (University of Washington)"
"2258",152,"r/science: Challenges and Opportunities in Online Science Communication"," Gary Hsieh (University of Washington)"
"153",153,"Multi-plie: A Linear Foldable and Flattenable Interactive Display to Support Efficiency Safety and Collaboration"," Sylvain Pauchet"
"855",153,"Multi-plie: A Linear Foldable and Flattenable Interactive Display to Support Efficiency Safety and Collaboration"," Jean-Luc Vinot"
"1557",153,"Multi-plie: A Linear Foldable and Flattenable Interactive Display to Support Efficiency Safety and Collaboration"," Catherine Letondal (University of Toulouse)"
"2259",153,"Multi-plie: A Linear Foldable and Flattenable Interactive Display to Support Efficiency Safety and Collaboration"," Alexandre Lemort (Ingenuity i/o)"
"2961",153,"Multi-plie: A Linear Foldable and Flattenable Interactive Display to Support Efficiency Safety and Collaboration"," Claire Lavenir (Intactile Design)"
"3663",153,"Multi-plie: A Linear Foldable and Flattenable Interactive Display to Support Efficiency Safety and Collaboration"," Timothee Lecomte (University of Toulouse)"
"4365",153,"Multi-plie: A Linear Foldable and Flattenable Interactive Display to Support Efficiency Safety and Collaboration"," Stephanie Rey (Berger-Levrault)"
"5067",153,"Multi-plie: A Linear Foldable and Flattenable Interactive Display to Support Efficiency Safety and Collaboration"," Valentin Becquet"
"5769",153,"Multi-plie: A Linear Foldable and Flattenable Interactive Display to Support Efficiency Safety and Collaboration"," Guillaume Crouzet (University of Toulouse)"
"154",154,"Apprise: Supporting the Critical-Agency of Victims of Human Trafficking in Thailand"," Hannah Thinyane"
"856",154,"Apprise: Supporting the Critical-Agency of Victims of Human Trafficking in Thailand"," Karthik S. Bhat (United Nations University)"
"155",155,"JigFab: Computational Fabrication of Constraints to Facilitate Woodworking with Power Tools"," Danny Leen (Katholieke Universiteit Leuven)"
"857",155,"JigFab: Computational Fabrication of Constraints to Facilitate Woodworking with Power Tools"," Tom Veuskens (Hasselt University)"
"1559",155,"JigFab: Computational Fabrication of Constraints to Facilitate Woodworking with Power Tools"," Kris Luyten (Hasselt University)"
"2261",155,"JigFab: Computational Fabrication of Constraints to Facilitate Woodworking with Power Tools"," Raf Ramakers (Hasselt University)"
"156",156,"Teachers' Expected and Perceived Gains of Participation in Classroom Based Design Activities"," Peter Borjesson (University of Gothenburg & Chalmers University of Technology)"
"858",156,"Teachers' Expected and Perceived Gains of Participation in Classroom Based Design Activities"," Wolmet Barendregt (University of Gothenburg)"
"1560",156,"Teachers' Expected and Perceived Gains of Participation in Classroom Based Design Activities"," Eva Eriksson (Aarhus University & Chalmers University of Technology)"
"2262",156,"Teachers' Expected and Perceived Gains of Participation in Classroom Based Design Activities"," Olof Torgersson (University of Gothenburg & Chalmers University of Technology)"
"2964",156,"Teachers' Expected and Perceived Gains of Participation in Classroom Based Design Activities"," Tilde Bekker (Eindhoven University of Technology)"
"157",157,"Virtual Performance Augmentation in an Immersive Jump & Run Exergame"," Christos Ioannou"
"859",157,"Virtual Performance Augmentation in an Immersive Jump & Run Exergame"," Patrick Archard"
"1561",157,"Virtual Performance Augmentation in an Immersive Jump & Run Exergame"," Eamonn O'Neill (University of Bath)"
"2263",157,"Virtual Performance Augmentation in an Immersive Jump & Run Exergame"," Christof Lutteroth (University of Auckland & University of Bath)"
"158",158,"WhatFutures: Designing Large-Scale Engagements on WhatsApp"," Daniel Lambton-Howard"
"860",158,"WhatFutures: Designing Large-Scale Engagements on WhatsApp"," Robert Anderson"
"1562",158,"WhatFutures: Designing Large-Scale Engagements on WhatsApp"," Kyle Montague"
"2264",158,"WhatFutures: Designing Large-Scale Engagements on WhatsApp"," Andrew Garbett (Newcastle University)"
"2966",158,"WhatFutures: Designing Large-Scale Engagements on WhatsApp"," Shaun Hazeldine"
"3668",158,"WhatFutures: Designing Large-Scale Engagements on WhatsApp"," Carlos Alvarez (International Federation of Red Cross and Red Crescent Societies)"
"4370",158,"WhatFutures: Designing Large-Scale Engagements on WhatsApp"," John A. Sweeney (Narxoz University)"
"5072",158,"WhatFutures: Designing Large-Scale Engagements on WhatsApp"," Patrick Olivier (Monash University)"
"5774",158,"WhatFutures: Designing Large-Scale Engagements on WhatsApp"," Ahmed Kharrufa (Newcastle University)"
"159",159,"Volunteer Moderators in Twitch Micro Communities: How They Get Involved the Roles They Play and the Emotional Labor They Experience"," Donghee Yvette Wohn (New Jersey Institute of Technology)"
"160",160,"Communicating Uncertainty in Fertility Prognosis"," Hanna Schneider"
"862",160,"Communicating Uncertainty in Fertility Prognosis"," Julia Wayrauther (Ludwig Maximilian University of Munich)"
"1564",160,"Communicating Uncertainty in Fertility Prognosis"," Mariam Hassib (Bundeswehr University Munich)"
"2266",160,"Communicating Uncertainty in Fertility Prognosis"," Andreas Butz (Ludwig Maximilian University of Munich)"
"161",161,"Paragraph-based Faded Text Facilitates Reading Comprehension"," Jumpei Kobayashi (Future University Hakodate)"
"863",161,"Paragraph-based Faded Text Facilitates Reading Comprehension"," Toshio Kawashima (Future University Hakodate)"
"162",162,"Towards Understanding the Link Between Age and Smartphone Authentication"," Lina Qiu (University of British Columbia)"
"864",162,"Towards Understanding the Link Between Age and Smartphone Authentication"," Alexander De Luca (Google)"
"1566",162,"Towards Understanding the Link Between Age and Smartphone Authentication"," Ildar Muslukhov"
"2268",162,"Towards Understanding the Link Between Age and Smartphone Authentication"," Konstantin Beznosov (University of British Columbia)"
"163",163,"Coding for Outdoor Play: A Coding Platform for Children to Invent and Enhance Outdoor Play Experiences"," Netta Ofer"
"865",163,"Coding for Outdoor Play: A Coding Platform for Children to Invent and Enhance Outdoor Play Experiences"," Idan David"
"1567",163,"Coding for Outdoor Play: A Coding Platform for Children to Invent and Enhance Outdoor Play Experiences"," Hadas Erel"
"2269",163,"Coding for Outdoor Play: A Coding Platform for Children to Invent and Enhance Outdoor Play Experiences"," Oren Zuckerman (Interdisciplinary Center (IDC) Herzliya)"
"164",164,"HotStrokes: Word-Gesture Shortcuts on a Trackpad"," Wenzhe Cui (Stony Brook University)"
"866",164,"HotStrokes: Word-Gesture Shortcuts on a Trackpad"," Jingjie Zheng (Google)"
"1568",164,"HotStrokes: Word-Gesture Shortcuts on a Trackpad"," Blaine Lewis"
"2270",164,"HotStrokes: Word-Gesture Shortcuts on a Trackpad"," Daniel Vogel (University of Waterloo)"
"2972",164,"HotStrokes: Word-Gesture Shortcuts on a Trackpad"," Xiaojun Bi (Stony Brook University)"
"165",165,"How Do One's Peers on a Leaderboard Affect Oneself?"," Weiwen Leung (University of Toronto)"
"166",166,"App Usage Predicts Cognitive Ability in Older Adults"," Mitchell L. Gordon (Stanford University)"
"868",166,"App Usage Predicts Cognitive Ability in Older Adults"," Leon Gatys"
"1570",166,"App Usage Predicts Cognitive Ability in Older Adults"," Carlos Guestrin"
"2272",166,"App Usage Predicts Cognitive Ability in Older Adults"," Jeffrey P. Bigham"
"2974",166,"App Usage Predicts Cognitive Ability in Older Adults"," Andrew Trister"
"3676",166,"App Usage Predicts Cognitive Ability in Older Adults"," Kayur Patel (Apple Inc.)"
"167",167,"ReCall: Crowdsourcing on Basic Phones to Financially Sustain Voice Forums"," Aditya Vashistha"
"869",167,"ReCall: Crowdsourcing on Basic Phones to Financially Sustain Voice Forums"," Abhinav Garg"
"1571",167,"ReCall: Crowdsourcing on Basic Phones to Financially Sustain Voice Forums"," Richard Anderson (University of Washington)"
"168",168,"ThermalBracelet: Exploring Thermal Haptic Feedback Around the Wrist"," Roshan Lalitha Peiris"
"870",168,"ThermalBracelet: Exploring Thermal Haptic Feedback Around the Wrist"," Yuan-Ling Feng (Keio University Graduate School of Media Design)"
"1572",168,"ThermalBracelet: Exploring Thermal Haptic Feedback Around the Wrist"," Liwei Chan (National Chiao Tung University)"
"2274",168,"ThermalBracelet: Exploring Thermal Haptic Feedback Around the Wrist"," Kouta Minamizawa (Keio University Graduate School of Media Design)"
"169",169,"HaptiVec: Presenting Haptic Feedback Vectors in Handheld Controllers using Embedded Tactile Pin Arrays"," Daniel K.Y. Chen"
"871",169,"HaptiVec: Presenting Haptic Feedback Vectors in Handheld Controllers using Embedded Tactile Pin Arrays"," Jean-Baptiste Chossat"
"1573",169,"HaptiVec: Presenting Haptic Feedback Vectors in Handheld Controllers using Embedded Tactile Pin Arrays"," Peter B. Shull (Shanghai Jiao Tong University)"
"170",170,"VisiBlends: A Flexible Workflow for Visual Blends"," Lydia B. Chilton"
"872",170,"VisiBlends: A Flexible Workflow for Visual Blends"," Savvas Petridis (Columbia University)"
"1574",170,"VisiBlends: A Flexible Workflow for Visual Blends"," Maneesh Agrawala (Stanford University)"
"171",171,"Evaluating the Combination of Visual Communication Cues for HMD-based Mixed Reality Remote Collaboration"," Seungwon Kim"
"873",171,"Evaluating the Combination of Visual Communication Cues for HMD-based Mixed Reality Remote Collaboration"," Gun Lee (University of South Australia)"
"1575",171,"Evaluating the Combination of Visual Communication Cues for HMD-based Mixed Reality Remote Collaboration"," Weidong Huang (Swinburne University of Technology)"
"2277",171,"Evaluating the Combination of Visual Communication Cues for HMD-based Mixed Reality Remote Collaboration"," Hayun Kim (Korea Advanced Institute of Science and Technology)"
"2979",171,"Evaluating the Combination of Visual Communication Cues for HMD-based Mixed Reality Remote Collaboration"," Woontack Woo (Korea Advanced Institute of Science and Technology)"
"3681",171,"Evaluating the Combination of Visual Communication Cues for HMD-based Mixed Reality Remote Collaboration"," Mark Billinghurst (University of South Australia)"
"172",172,"GymSoles: Improving Squats and Dead-Lifts by Visualizing the User's Center of Pressure"," Don Samitha Elvitigala"
"874",172,"GymSoles: Improving Squats and Dead-Lifts by Visualizing the User's Center of Pressure"," Denys J.C. Matthies"
"1576",172,"GymSoles: Improving Squats and Dead-Lifts by Visualizing the User's Center of Pressure"," Loic David"
"2278",172,"GymSoles: Improving Squats and Dead-Lifts by Visualizing the User's Center of Pressure"," Chamod Weerasinghe"
"2980",172,"GymSoles: Improving Squats and Dead-Lifts by Visualizing the User's Center of Pressure"," Suranga Nanayakkara (The University of Auckland)"
"173",173,"Usability of Gamified Knowledge Learning in VR and Desktop-3D"," Sebastian Oberdorfer"
"875",173,"Usability of Gamified Knowledge Learning in VR and Desktop-3D"," David Heidrich"
"1577",173,"Usability of Gamified Knowledge Learning in VR and Desktop-3D"," Marc Erich Latoschik (University of Wurzburg)"
"174",174,"Mobi3DSketch: 3D Sketching in Mobile AR"," Kin Chung Kwan"
"876",174,"Mobi3DSketch: 3D Sketching in Mobile AR"," Hongbo Fu (City University of Hong Kong)"
"175",175,"VirtualComponent: A Mixed-Reality Tool for Designing and Tuning Breadboarded Circuits"," Yoonji Kim"
"877",175,"VirtualComponent: A Mixed-Reality Tool for Designing and Tuning Breadboarded Circuits"," Youngkyung Choi"
"1579",175,"VirtualComponent: A Mixed-Reality Tool for Designing and Tuning Breadboarded Circuits"," Hyein Lee"
"2281",175,"VirtualComponent: A Mixed-Reality Tool for Designing and Tuning Breadboarded Circuits"," Geehyuk Lee"
"2983",175,"VirtualComponent: A Mixed-Reality Tool for Designing and Tuning Breadboarded Circuits"," Andrea Bianchi (Korea Advanced Institute of Science and Technology)"
"176",176,"Ethical Mediation in UX Practice"," Colin M. Gray"
"878",176,"Ethical Mediation in UX Practice"," Shruthi Sai Chivukula (Purdue University)"
"177",177,"Comparing Apples and Oranges: Taxonomy and Design of Pairwise Comparisons within Tabular Data Po-Ming Law"," Subhajit Das"
"879",177,"Comparing Apples and Oranges: Taxonomy and Design of Pairwise Comparisons within Tabular Data Po-Ming Law"," Rahul C. Basole (Georgia Institute of Technology)"
"178",178,"Everyone Has Some Personal Stuff: Designing to Support Digital Privacy with Shared Mobile Phone Use in Bangladesh"," Syed Ishtiaque Ahmed (University of Toronto)"
"880",178,"Everyone Has Some Personal Stuff: Designing to Support Digital Privacy with Shared Mobile Phone Use in Bangladesh"," Md. Romael Haque (Marquette University)"
"1582",178,"Everyone Has Some Personal Stuff: Designing to Support Digital Privacy with Shared Mobile Phone Use in Bangladesh"," Irtaza Haider (Georgia Institute of Technology)"
"2284",178,"Everyone Has Some Personal Stuff: Designing to Support Digital Privacy with Shared Mobile Phone Use in Bangladesh"," Jay Chen (New York University)"
"2986",178,"Everyone Has Some Personal Stuff: Designing to Support Digital Privacy with Shared Mobile Phone Use in Bangladesh"," Nicola Dell (Cornell Tech)"
"179",179,"Accessing a New Land: Designing for a Social Conceptualisation of Access"," Lizzie Coles-Kemp"
"881",179,"Accessing a New Land: Designing for a Social Conceptualisation of Access"," Rikke Bjerg Jensen (Royal Holloway University of London)"
"180",180,"Gamified Ads: Bridging the Gap Between User Enjoyment and the Effectiveness of Online Ads"," Maximilian Altmeyer"
"882",180,"Gamified Ads: Bridging the Gap Between User Enjoyment and the Effectiveness of Online Ads"," Kathrin Dernbecher"
"1584",180,"Gamified Ads: Bridging the Gap Between User Enjoyment and the Effectiveness of Online Ads"," Vladislav Hnatovskiy"
"2286",180,"Gamified Ads: Bridging the Gap Between User Enjoyment and the Effectiveness of Online Ads"," Marc Schubhan"
"2988",180,"Gamified Ads: Bridging the Gap Between User Enjoyment and the Effectiveness of Online Ads"," Pascal Lessel"
"3690",180,"Gamified Ads: Bridging the Gap Between User Enjoyment and the Effectiveness of Online Ads"," Antonio Kruger (German Research Center for Artificial Intelligence)"
"181",181,"The Role of Physical Props in VR Climbing Environments"," Peter Schulz"
"883",181,"The Role of Physical Props in VR Climbing Environments"," Dmitry Alexandrovsky"
"1585",181,"The Role of Physical Props in VR Climbing Environments"," Felix Putze"
"2287",181,"The Role of Physical Props in VR Climbing Environments"," Rainer Malaka"
"2989",181,"The Role of Physical Props in VR Climbing Environments"," Johannes Schoning (University of Bremen)"
"182",182,"Digital Fabrication of Soft Actuated Objects by Machine Knitting"," Lea Albaugh"
"884",182,"Digital Fabrication of Soft Actuated Objects by Machine Knitting"," Scott Hudson"
"1586",182,"Digital Fabrication of Soft Actuated Objects by Machine Knitting"," Lining Yao (Carnegie Mellon University)"
"183",183,"Sketching NLP: A Case Study of Exploring the Right Things To Design with Language Intelligence"," Qian Yang (Carnegie Mellon University)"
"885",183,"Sketching NLP: A Case Study of Exploring the Right Things To Design with Language Intelligence"," Justin Cranshaw"
"1587",183,"Sketching NLP: A Case Study of Exploring the Right Things To Design with Language Intelligence"," Saleema Amershi"
"2289",183,"Sketching NLP: A Case Study of Exploring the Right Things To Design with Language Intelligence"," Shamsi T. Iqbal"
"2991",183,"Sketching NLP: A Case Study of Exploring the Right Things To Design with Language Intelligence"," Jaime Teevan (Microsoft Research)"
"184",184,"Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study"," Kevin Doherty (Trinity College Dublin)"
"886",184,"Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study"," Jose Marcano-Belisario"
"1588",184,"Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study"," Martin Cohn"
"2290",184,"Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study"," Nikolaos Mastellos (Imperial College London)"
"2992",184,"Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study"," Cecily Morrison (Microsoft Research)"
"3694",184,"Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study"," Josip Car (Imperial College London)"
"4396",184,"Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study"," Gavin Doherty (Trinity College Dublin)"
"185",185,"Automating the Intentional Encoding of Human-Designable Markers"," Joshua D.A. Jung"
"887",185,"Automating the Intentional Encoding of Human-Designable Markers"," Rahul N. Iyer"
"1589",185,"Automating the Intentional Encoding of Human-Designable Markers"," Daniel Vogel (University of Waterloo)"
"186",186,"Ethical Dimensions of Visualization Research"," Michael Correll (Tableau Research)"
"187",187,"Investigating the Effect of Orientation and Visual Style on Touchscreen Slider Performance"," Ashley Colley (University of Lapland)"
"889",187,"Investigating the Effect of Orientation and Visual Style on Touchscreen Slider Performance"," Sven Mayer (University of Stuttgart)"
"1591",187,"Investigating the Effect of Orientation and Visual Style on Touchscreen Slider Performance"," Niels Henze (University of Regensburg)"
"188",188,"Detecting Perception of Smartphone Notifications Using Skin Conductance Responses"," Pascal E. Fortin"
"890",188,"Detecting Perception of Smartphone Notifications Using Skin Conductance Responses"," Elisabeth Sulmont"
"1592",188,"Detecting Perception of Smartphone Notifications Using Skin Conductance Responses"," Jeremy Cooperstock (McGill University)"
"189",189,"Exploring the Opportunities for Technologies to Enhance Quality of Life with People who have Experienced Vision Loss"," Rachel Bartlett"
"891",189,"Exploring the Opportunities for Technologies to Enhance Quality of Life with People who have Experienced Vision Loss"," Yi Xuan Khoo"
"1593",189,"Exploring the Opportunities for Technologies to Enhance Quality of Life with People who have Experienced Vision Loss"," Juan Pablo Hourcade"
"2295",189,"Exploring the Opportunities for Technologies to Enhance Quality of Life with People who have Experienced Vision Loss"," Kyle K. Rector (University of Iowa)"
"190",190,"Ranked-List Visualization: A Graphical Perception Study"," Pranathi Mylavarapu (University of Maryland College Park)"
"892",190,"Ranked-List Visualization: A Graphical Perception Study"," Adil Yalcin (Keshif"
"1594",190,"Ranked-List Visualization: A Graphical Perception Study"," LLC.)"
"2296",190,"Ranked-List Visualization: A Graphical Perception Study"," Xan Gregg (SAS Institute"
"2998",190,"Ranked-List Visualization: A Graphical Perception Study"," Inc.)"
"3700",190,"Ranked-List Visualization: A Graphical Perception Study"," Niklas Elmqvist (University of Maryland College Park)"
"191",191,"A Lie Reveals the Truth: Quasimodes for Task-Aligned Data Presentation"," Jacob Ritchie"
"893",191,"A Lie Reveals the Truth: Quasimodes for Task-Aligned Data Presentation"," Daniel Wigdor"
"1595",191,"A Lie Reveals the Truth: Quasimodes for Task-Aligned Data Presentation"," Fanny Chevalier (University of Toronto)"
"192",192,"You 'Might' Be Affected: An Empirical Analysis of Readability and Usability Issues in Data Breach Notifications"," Yixin Zou"
"894",192,"You 'Might' Be Affected: An Empirical Analysis of Readability and Usability Issues in Data Breach Notifications"," Shawn Danino"
"1596",192,"You 'Might' Be Affected: An Empirical Analysis of Readability and Usability Issues in Data Breach Notifications"," Kaiwen Sun"
"2298",192,"You 'Might' Be Affected: An Empirical Analysis of Readability and Usability Issues in Data Breach Notifications"," Florian Schaub (University of Michigan)"
"193",193,"Understanding Trust Transportation and Accessibility through Ridesharing"," Robin N. Brewer"
"895",193,"Understanding Trust Transportation and Accessibility through Ridesharing"," Vaishnav Kameswaran (University of Michigan)"
"194",194,"Experimental Analysis of Barehand Mid-air Mode-Switching Techniques in Virtual Reality"," Hemant Bhaskar Surale (University of Waterloo)"
"896",194,"Experimental Analysis of Barehand Mid-air Mode-Switching Techniques in Virtual Reality"," Fabrice Matulic (Preferred Networks Inc.)"
"1598",194,"Experimental Analysis of Barehand Mid-air Mode-Switching Techniques in Virtual Reality"," Daniel Vogel (University of Waterloo)"
"195",195,"Designing Interactive 3D Printed Models with Teachers of the Visually Impaired"," Lei Shi (Cornell Tech)"
"897",195,"Designing Interactive 3D Printed Models with Teachers of the Visually Impaired"," Holly Lawson (Portland State University)"
"1599",195,"Designing Interactive 3D Printed Models with Teachers of the Visually Impaired"," Zhuohao Zhang (Zhejiang University)"
"2301",195,"Designing Interactive 3D Printed Models with Teachers of the Visually Impaired"," Shiri Azenkot (Cornell Tech)"
"196",196,"Defending My Castle: A Co-Design Study of Privacy Mechanisms for Smart Homes"," Yaxing Yao"
"898",196,"Defending My Castle: A Co-Design Study of Privacy Mechanisms for Smart Homes"," Justin Reed Basdeo"
"1600",196,"Defending My Castle: A Co-Design Study of Privacy Mechanisms for Smart Homes"," Smirity Kaushik"
"2302",196,"Defending My Castle: A Co-Design Study of Privacy Mechanisms for Smart Homes"," Yang Wang (Syracuse University)"
"197",197,"Understanding Perceptions of Problematic Facebook Use: When People Experience Negative Life Impact and a Lack of Control"," Justin Cheng"
"899",197,"Understanding Perceptions of Problematic Facebook Use: When People Experience Negative Life Impact and a Lack of Control"," Moira Burke"
"1601",197,"Understanding Perceptions of Problematic Facebook Use: When People Experience Negative Life Impact and a Lack of Control"," Elena Goetz Davis (Facebook)"
"198",198,"Typing on Split Keyboards with Peripheral Vision"," Yiqin Lu"
"900",198,"Typing on Split Keyboards with Peripheral Vision"," Chun Yu (Tsinghua University)"
"1602",198,"Typing on Split Keyboards with Peripheral Vision"," Shuyi Fan (Tsinghua University)"
"2304",198,"Typing on Split Keyboards with Peripheral Vision"," Xiaojun Bi (Stony Brook University)"
"3006",198,"Typing on Split Keyboards with Peripheral Vision"," Yuanchun Shi (Tsinghua University)"
"199",199,"Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction"," Theophilus Teo"
"901",199,"Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction"," Louise Lawrence"
"1603",199,"Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction"," Gun A. Lee"
"2305",199,"Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction"," Mark Billinghurst (University of South Australia)"
"3007",199,"Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction"," Matt Adcock (CSIRO)"
"200",200,"Decision-Making Under Uncertainty in Research Synthesis: Designing for the Garden of Forking Paths"," Alex Kale (University of Washington)"
"902",200,"Decision-Making Under Uncertainty in Research Synthesis: Designing for the Garden of Forking Paths"," Matthew Kay (University of Michigan)"
"1604",200,"Decision-Making Under Uncertainty in Research Synthesis: Designing for the Garden of Forking Paths"," Jessica Hullman (Northwestern University)"
"201",201,"ReType: Quick Text Editing with Keyboard and Gaze"," Shyamli Sindhwani (University of Auckland)"
"903",201,"ReType: Quick Text Editing with Keyboard and Gaze"," Christof Lutteroth (University of Bath)"
"1605",201,"ReType: Quick Text Editing with Keyboard and Gaze"," Gerald Weber (University of Auckland)"
"202",202,"Desktop Electrospinning: A Single Extruder 3D Printer for Producing Rigid Plastic and Electrospun Textiles"," Michael L. Rivera"
"904",202,"Desktop Electrospinning: A Single Extruder 3D Printer for Producing Rigid Plastic and Electrospun Textiles"," Scott E. Hudson (Carnegie Mellon University)"
"203",203,"Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health"," Xianghua Ding"
"905",203,"Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health"," Yanqi Jiang"
"1607",203,"Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health"," Xiankang Qin (Fudan University)"
"2309",203,"Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health"," Yunan Chen (University of California Irvine)"
"3011",203,"Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health"," Wenqiang Zhang"
"3713",203,"Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health"," Lizhe Qi (Fudan University)"
"204",204,"Editing Spatial Layouts through Tactile Templates for People with Visual Impairments"," Jingyi Li (Stanford University)"
