ID,Title,Authors,Org
184,Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study, Kevin Doherty (Trinity College Dublin),Trinity College Dublin
184,Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study, Jose Marcano-Belisario,Imperial College London
184,Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study, Martin Cohn,Imperial College London
184,Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study, Nikolaos Mastellos (Imperial College London),Imperial College London
184,Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study, Cecily Morrison (Microsoft Research),Microsoft Research
184,Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study, Josip Car (Imperial College London),Imperial College London
184,Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study, Gavin Doherty (Trinity College Dublin),Trinity College Dublin
185,Automating the Intentional Encoding of Human-Designable Markers, Joshua D.A. Jung,University of Waterloo
185,Automating the Intentional Encoding of Human-Designable Markers, Rahul N. Iyer,University of Waterloo
185,Automating the Intentional Encoding of Human-Designable Markers, Daniel Vogel (University of Waterloo),University of Waterloo
186,Ethical Dimensions of Visualization Research, Michael Correll (Tableau Research),Tableau Research
187,Investigating the Effect of Orientation and Visual Style on Touchscreen Slider Performance, Ashley Colley (University of Lapland),University of Lapland
187,Investigating the Effect of Orientation and Visual Style on Touchscreen Slider Performance, Sven Mayer (University of Stuttgart),University of Stuttgart
187,Investigating the Effect of Orientation and Visual Style on Touchscreen Slider Performance, Niels Henze (University of Regensburg),University of Regensburg
188,Detecting Perception of Smartphone Notifications Using Skin Conductance Responses, Pascal E. Fortin,McGill University
188,Detecting Perception of Smartphone Notifications Using Skin Conductance Responses, Elisabeth Sulmont,McGill University
188,Detecting Perception of Smartphone Notifications Using Skin Conductance Responses, Jeremy Cooperstock (McGill University),McGill University
189,Exploring the Opportunities for Technologies to Enhance Quality of Life with People who have Experienced Vision Loss, Rachel Bartlett,University of Iowa
189,Exploring the Opportunities for Technologies to Enhance Quality of Life with People who have Experienced Vision Loss, Yi Xuan Khoo,University of Iowa
189,Exploring the Opportunities for Technologies to Enhance Quality of Life with People who have Experienced Vision Loss, Juan Pablo Hourcade,University of Iowa
189,Exploring the Opportunities for Technologies to Enhance Quality of Life with People who have Experienced Vision Loss, Kyle K. Rector (University of Iowa),University of Iowa
190,Ranked-List Visualization: A Graphical Perception Study, Pranathi Mylavarapu (University of Maryland College Park),University of Maryland College Park
190,Ranked-List Visualization: A Graphical Perception Study, Adil Yalcin (Keshif,University of Maryland College Park
190,Ranked-List Visualization: A Graphical Perception Study, LLC.),University of Maryland College Park
190,Ranked-List Visualization: A Graphical Perception Study, Xan Gregg (SAS Institute,University of Maryland College Park
190,Ranked-List Visualization: A Graphical Perception Study, Inc.),University of Maryland College Park
190,Ranked-List Visualization: A Graphical Perception Study, Niklas Elmqvist (University of Maryland College Park),University of Maryland College Park
191,A Lie Reveals the Truth: Quasimodes for Task-Aligned Data Presentation, Jacob Ritchie,University of Toronto
191,A Lie Reveals the Truth: Quasimodes for Task-Aligned Data Presentation, Daniel Wigdor,University of Toronto
191,A Lie Reveals the Truth: Quasimodes for Task-Aligned Data Presentation, Fanny Chevalier (University of Toronto),University of Toronto
192,You 'Might' Be Affected: An Empirical Analysis of Readability and Usability Issues in Data Breach Notifications, Yixin Zou,University of Michigan
192,You 'Might' Be Affected: An Empirical Analysis of Readability and Usability Issues in Data Breach Notifications, Shawn Danino,University of Michigan
192,You 'Might' Be Affected: An Empirical Analysis of Readability and Usability Issues in Data Breach Notifications, Kaiwen Sun,University of Michigan
192,You 'Might' Be Affected: An Empirical Analysis of Readability and Usability Issues in Data Breach Notifications, Florian Schaub (University of Michigan),University of Michigan
193,Understanding Trust Transportation and Accessibility through Ridesharing, Robin N. Brewer,University of Michigan
193,Understanding Trust Transportation and Accessibility through Ridesharing, Vaishnav Kameswaran (University of Michigan),University of Michigan
194,Experimental Analysis of Barehand Mid-air Mode-Switching Techniques in Virtual Reality, Hemant Bhaskar Surale (University of Waterloo),University of Waterloo
194,Experimental Analysis of Barehand Mid-air Mode-Switching Techniques in Virtual Reality, Fabrice Matulic (Preferred Networks Inc.),Preferred Networks Inc.
194,Experimental Analysis of Barehand Mid-air Mode-Switching Techniques in Virtual Reality, Daniel Vogel (University of Waterloo),University of Waterloo
195,Designing Interactive 3D Printed Models with Teachers of the Visually Impaired, Lei Shi (Cornell Tech),Cornell Tech
195,Designing Interactive 3D Printed Models with Teachers of the Visually Impaired, Holly Lawson (Portland State University),Portland State University
195,Designing Interactive 3D Printed Models with Teachers of the Visually Impaired, Zhuohao Zhang (Zhejiang University),Zhejiang University
195,Designing Interactive 3D Printed Models with Teachers of the Visually Impaired, Shiri Azenkot (Cornell Tech),Cornell Tech
196,Defending My Castle: A Co-Design Study of Privacy Mechanisms for Smart Homes, Yaxing Yao,Syracuse University
196,Defending My Castle: A Co-Design Study of Privacy Mechanisms for Smart Homes, Justin Reed Basdeo,Syracuse University
196,Defending My Castle: A Co-Design Study of Privacy Mechanisms for Smart Homes, Smirity Kaushik,Syracuse University
196,Defending My Castle: A Co-Design Study of Privacy Mechanisms for Smart Homes, Yang Wang (Syracuse University),Syracuse University
197,Understanding Perceptions of Problematic Facebook Use: When People Experience Negative Life Impact and a Lack of Control, Justin Cheng,Facebook
197,Understanding Perceptions of Problematic Facebook Use: When People Experience Negative Life Impact and a Lack of Control, Moira Burke,Facebook
197,Understanding Perceptions of Problematic Facebook Use: When People Experience Negative Life Impact and a Lack of Control, Elena Goetz Davis (Facebook),Facebook
198,Typing on Split Keyboards with Peripheral Vision, Yiqin Lu,Tsinghua University
198,Typing on Split Keyboards with Peripheral Vision, Chun Yu (Tsinghua University),Tsinghua University
198,Typing on Split Keyboards with Peripheral Vision, Shuyi Fan (Tsinghua University),Tsinghua University
198,Typing on Split Keyboards with Peripheral Vision, Xiaojun Bi (Stony Brook University),Stony Brook University
198,Typing on Split Keyboards with Peripheral Vision, Yuanchun Shi (Tsinghua University),Tsinghua University
199,Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction, Theophilus Teo,University of South Australia
199,Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction, Louise Lawrence,University of South Australia
199,Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction, Gun A. Lee,University of South Australia
199,Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction, Mark Billinghurst (University of South Australia),University of South Australia
199,Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction, Matt Adcock (CSIRO),CSIRO
200,Decision-Making Under Uncertainty in Research Synthesis: Designing for the Garden of Forking Paths, Alex Kale (University of Washington),University of Washington
200,Decision-Making Under Uncertainty in Research Synthesis: Designing for the Garden of Forking Paths, Matthew Kay (University of Michigan),University of Michigan
200,Decision-Making Under Uncertainty in Research Synthesis: Designing for the Garden of Forking Paths, Jessica Hullman (Northwestern University),Northwestern University
201,ReType: Quick Text Editing with Keyboard and Gaze, Shyamli Sindhwani (University of Auckland),University of Auckland
201,ReType: Quick Text Editing with Keyboard and Gaze, Christof Lutteroth (University of Bath),University of Bath
201,ReType: Quick Text Editing with Keyboard and Gaze, Gerald Weber (University of Auckland),University of Auckland
202,Desktop Electrospinning: A Single Extruder 3D Printer for Producing Rigid Plastic and Electrospun Textiles, Michael L. Rivera,Carnegie Mellon University
202,Desktop Electrospinning: A Single Extruder 3D Printer for Producing Rigid Plastic and Electrospun Textiles, Scott E. Hudson (Carnegie Mellon University),Carnegie Mellon University
203,Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health, Xianghua Ding,Fudan University
203,Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health, Yanqi Jiang,Fudan University
203,Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health, Xiankang Qin (Fudan University),Fudan University
203,Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health, Yunan Chen (University of California Irvine),University of California Irvine
203,Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health, Wenqiang Zhang,Fudan University
203,Reading Face Reading Health: Exploring Face Reading Technologies for Everyday Health, Lizhe Qi (Fudan University),Fudan University
204,Editing Spatial Layouts through Tactile Templates for People with Visual Impairments, Jingyi Li (Stanford University),Stanford University
204,Editing Spatial Layouts through Tactile Templates for People with Visual Impairments, Son Kim (Vista Center for the Blind and Visually Impaired),Vista Center for the Blind and Visually Impaired
204,Editing Spatial Layouts through Tactile Templates for People with Visual Impairments, Joshua A. Miele (The Smith-Kettlewell Eye Research Institute),The Smith-Kettlewell Eye Research Institute
204,Editing Spatial Layouts through Tactile Templates for People with Visual Impairments, Maneesh Agrawala,Stanford University
204,Editing Spatial Layouts through Tactile Templates for People with Visual Impairments, Sean Follmer (Stanford University),Stanford University
205,The Effect of Stereo Display Deficiencies on Virtual Hand Pointing, Mayra Donaji Barrera Machuca,Simon Fraser University
205,The Effect of Stereo Display Deficiencies on Virtual Hand Pointing, Wolfgang Stuerzlinger (Simon Fraser University),Simon Fraser University
206,Effects of Local Latency on Game Pointing Devices and Game Pointing Tasks, Michael Long,University of Saskatchewan
206,Effects of Local Latency on Game Pointing Devices and Game Pointing Tasks, Carl Gutwin (University of Saskatchewan),University of Saskatchewan
207,Chatbots Humbots and the Quest for Artificial General Intelligence, Jonathan Grudin,Microsoft Corporation
207,Chatbots Humbots and the Quest for Artificial General Intelligence, Richard Jacques (Microsoft Corporation),Microsoft Corporation
208,Haptic Navigation Cues on the Steering Wheel, Patrizia Di Campli San Vito,University of Glasgow
208,Haptic Navigation Cues on the Steering Wheel, Gozel Shakeri,University of Glasgow
208,Haptic Navigation Cues on the Steering Wheel, Stephen Brewster,University of Glasgow
208,Haptic Navigation Cues on the Steering Wheel, Frank Pollick (University of Glasgow),University of Glasgow
208,Haptic Navigation Cues on the Steering Wheel, Edward Brown,Jaguar Land Rover Ltd.
208,Haptic Navigation Cues on the Steering Wheel, Lee Skrypchuk,Jaguar Land Rover Ltd.
208,Haptic Navigation Cues on the Steering Wheel, Alexandros Mouzakitis (Jaguar Land Rover Ltd.),Jaguar Land Rover Ltd.
209,Drag:on: A Virtual Reality Controller Providing Haptic Feedback Based on Drag and Weight Shift, Andre Zenner,German Research Center for Artificial Intelligence
209,Drag:on: A Virtual Reality Controller Providing Haptic Feedback Based on Drag and Weight Shift, Antonio Kruger (German Research Center for Artificial Intelligence),German Research Center for Artificial Intelligence
210,ForceRay: Extending Thumb Reach via Force Input Stabilizes Device Grip for Mobile Touch Input, Christian Corsten,RWTH Aachen University
210,ForceRay: Extending Thumb Reach via Force Input Stabilizes Device Grip for Mobile Touch Input, Marcel Lahaye,RWTH Aachen University
210,ForceRay: Extending Thumb Reach via Force Input Stabilizes Device Grip for Mobile Touch Input, Jan Borchers,RWTH Aachen University
210,ForceRay: Extending Thumb Reach via Force Input Stabilizes Device Grip for Mobile Touch Input, Simon Voelker (RWTH Aachen University),RWTH Aachen University
211,Understanding and Modeling User-Perceived Brand Personality from Mobile Application UIs, Ziming Wu,Hong Kong University of Science and Technology
211,Understanding and Modeling User-Perceived Brand Personality from Mobile Application UIs, Taewook Kim,Hong Kong University of Science and Technology
211,Understanding and Modeling User-Perceived Brand Personality from Mobile Application UIs, Quan Li,Hong Kong University of Science and Technology
211,Understanding and Modeling User-Perceived Brand Personality from Mobile Application UIs, Xiaojuan Ma (Hong Kong University of Science and Technology),Hong Kong University of Science and Technology
212,Underneath the Skin: An Analysis of YouTube Videos to Understand Insertable Device Interaction, Aida Komkaite,Aalborg University
212,Underneath the Skin: An Analysis of YouTube Videos to Understand Insertable Device Interaction, Liga Lavrinovica,Aalborg University
212,Underneath the Skin: An Analysis of YouTube Videos to Understand Insertable Device Interaction, Maria Vraka,Aalborg University
212,Underneath the Skin: An Analysis of YouTube Videos to Understand Insertable Device Interaction, Mikael B. Skov (Aalborg University),Aalborg University
213,Stroke-Gesture Input for People with Motor Impairments: Empirical Results & Research Roadmap, Radu-Daniel Vatavu,University Ştefan cel Mare of Suceava
213,Stroke-Gesture Input for People with Motor Impairments: Empirical Results & Research Roadmap, Ovidiu-Ciprian Ungurean (University Ştefan cel Mare of Suceava),University Ştefan cel Mare of Suceava
214,Developing Accessible Services: Understanding Current Knowledge and Areas for Future Support, Michael Crabb (University of Dundee),University of Dundee
214,Developing Accessible Services: Understanding Current Knowledge and Areas for Future Support, Michael Heron (Robert Gordon University),Robert Gordon University
214,Developing Accessible Services: Understanding Current Knowledge and Areas for Future Support, Rhianne Jones,BBC Research
214,Developing Accessible Services: Understanding Current Knowledge and Areas for Future Support, Mike Armstrong (BBC Research),BBC Research
214,Developing Accessible Services: Understanding Current Knowledge and Areas for Future Support, Hayley Reid (FinancialForce),FinancialForce
214,Developing Accessible Services: Understanding Current Knowledge and Areas for Future Support, Amy Wilson (Robert Gordon University),Robert Gordon University
215,Touchstone2: An Interactive Environment for Exploring Trade-offs in HCI Experiment Design, Alexander Eiselmayer,University of Zurich
215,Touchstone2: An Interactive Environment for Exploring Trade-offs in HCI Experiment Design, Chat Wacharamanotham (University of Zurich),University of Zurich
215,Touchstone2: An Interactive Environment for Exploring Trade-offs in HCI Experiment Design, Michel Beaudouin-Lafon (Universite Paris-Sud),Universite Paris-Sud
215,Touchstone2: An Interactive Environment for Exploring Trade-offs in HCI Experiment Design, Wendy E. Mackay (Universite Paris-Sud),Universite Paris-Sud
216,Socio-technical Dynamics: Cooperation of Emergent and Established Organisations in Crises and Disasters, Daniel Auferbauer (AIT Austrian Institute of Technology),AIT Austrian Institute of Technology
216,Socio-technical Dynamics: Cooperation of Emergent and Established Organisations in Crises and Disasters, Hilda Tellioglu (TU Wien),TU Wien
217,Interpreting the Diversity in Subjective Judgments, Jean-Bernard Martens (Eindhoven University of Technology),Eindhoven University of Technology
218,ElasticVR: Providing Multilevel Continuously-Changing Resistive Force and Instant Impact Using Elasticity for VR, Hsin-Ruey Tsai (National Taiwan University & University of Tokyo),National Taiwan University & University of Tokyo
218,ElasticVR: Providing Multilevel Continuously-Changing Resistive Force and Instant Impact Using Elasticity for VR, Jun Rekimoto (University of Tokyo),University of Tokyo
218,ElasticVR: Providing Multilevel Continuously-Changing Resistive Force and Instant Impact Using Elasticity for VR, Bing-Yu Chen (National Taiwan University),National Taiwan University
219,Detecting Personality Traits Using Eye-Tracking Data, Shlomo Berkovsky (Data61 - CSIRO & Macquarie University),Data61 - CSIRO & Macquarie University
219,Detecting Personality Traits Using Eye-Tracking Data, Ronnie Taib (Data61 - CSIRO),Data61 - CSIRO
219,Detecting Personality Traits Using Eye-Tracking Data, Irena Koprinska,University of Sydney
219,Detecting Personality Traits Using Eye-Tracking Data, Eileen Wang,University of Sydney
219,Detecting Personality Traits Using Eye-Tracking Data, Yucheng Zeng (University of Sydney),University of Sydney
219,Detecting Personality Traits Using Eye-Tracking Data, Jingjie Li (University of Wisconsin - Madison),University of Wisconsin - Madison
219,Detecting Personality Traits Using Eye-Tracking Data, Sabina Kleitman (University of Sydney),University of Sydney
220,Patient Perspectives on Self-Management Technologies for Chronic Fatigue Syndrome, Tabby Davies,University of Bath
220,Patient Perspectives on Self-Management Technologies for Chronic Fatigue Syndrome, Simon L. Jones (University of Bath),University of Bath
220,Patient Perspectives on Self-Management Technologies for Chronic Fatigue Syndrome, Ryan M. Kelly (The University of Melbourne),The University of Melbourne
221,The Role of Gaming During Difficult Life Experiences, Ioanna Iacovides (University of York),University of York
221,The Role of Gaming During Difficult Life Experiences, Elisa D. Mekler (University of Basel),University of Basel
222,The Dissimilarity-Consensus Approach to Agreement Analysis in Gesture Elicitation Studies, Radu-Daniel Vatavu (University Ştefan cel Mare of Suceava),University Ştefan cel Mare of Suceava
223,A Framework for the Experience of Meaning in Human-Computer Interaction, Elisa D. Mekler (University of Basel),University of Basel
223,A Framework for the Experience of Meaning in Human-Computer Interaction, Kasper Hornbæk (University of Copenhagen),University of Copenhagen
224,Sustainabot – Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users, Simon Robinson,Swansea University
224,Sustainabot – Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users, Jennifer Pearson,Swansea University
224,Sustainabot – Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users, Mark D. Holton (Swansea University),Swansea University
224,Sustainabot – Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users, Shashank Ahire (IIT Bombay),IIT Bombay
224,Sustainabot – Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users, Matt Jones (Swansea University),Swansea University
225,Everything's the Phone: Understanding the Phone's Supercharged Role in Parent-Teen Relationships, Katie Davis (University of Washington),University of Washington
225,Everything's the Phone: Understanding the Phone's Supercharged Role in Parent-Teen Relationships, Anja Dinhopl (Laboratory for Intelligent Systems in Tourism),Laboratory for Intelligent Systems in Tourism
225,Everything's the Phone: Understanding the Phone's Supercharged Role in Parent-Teen Relationships, Alexis Hiniker (University of Washington),University of Washington
226,On the Shoulder of the Giant: A Multi-Scale Mixed Reality Collaboration with 360 Video Sharing and Tangible Interaction, Thammathip Piumsomboon (University of Canterbury & University of South Australia),University of Canterbury & University of South Australia
226,On the Shoulder of the Giant: A Multi-Scale Mixed Reality Collaboration with 360 Video Sharing and Tangible Interaction, Gun A. Lee,University of South Australia
226,On the Shoulder of the Giant: A Multi-Scale Mixed Reality Collaboration with 360 Video Sharing and Tangible Interaction, Andrew Irlitti (University of South Australia),University of South Australia
226,On the Shoulder of the Giant: A Multi-Scale Mixed Reality Collaboration with 360 Video Sharing and Tangible Interaction, Barrett Ens (Monash University),Monash University
226,On the Shoulder of the Giant: A Multi-Scale Mixed Reality Collaboration with 360 Video Sharing and Tangible Interaction, Bruce H. Thomas,University of South Australia
226,On the Shoulder of the Giant: A Multi-Scale Mixed Reality Collaboration with 360 Video Sharing and Tangible Interaction, Mark Billinghurst (University of South Australia),University of South Australia
227,I feel it is my responsibility to stream: Streaming and Engaging with Intangible Cultural Heritage through Livestreaming, Zhicong Lu (University of Toronto),University of Toronto
227,I feel it is my responsibility to stream: Streaming and Engaging with Intangible Cultural Heritage through Livestreaming, Michelle Annett (MishMashMakers),MishMashMakers
227,I feel it is my responsibility to stream: Streaming and Engaging with Intangible Cultural Heritage through Livestreaming, Mingming Fan,University of Toronto
227,I feel it is my responsibility to stream: Streaming and Engaging with Intangible Cultural Heritage through Livestreaming, Daniel Wigdor (University of Toronto),University of Toronto
228,AILA: Attentive Interactive Labeling Assistant for Document Classification through Attention-Based Deep Neural Networks, Minsuk Choi. Cheonbok Park,Korea University
228,AILA: Attentive Interactive Labeling Assistant for Document Classification through Attention-Based Deep Neural Networks, Soyoung Yang (Korea University),Korea University
228,AILA: Attentive Interactive Labeling Assistant for Document Classification through Attention-Based Deep Neural Networks, Yonggyu Kim (Ajou University),Ajou University
228,AILA: Attentive Interactive Labeling Assistant for Document Classification through Attention-Based Deep Neural Networks, Jaegul Choo (Korea University),Korea University
228,AILA: Attentive Interactive Labeling Assistant for Document Classification through Attention-Based Deep Neural Networks, Sungsoo Ray Hong (University of Washington),University of Washington
229,Multi-Modal Approaches for Post-Editing Machine Translation, Nico Herbig (German Research Center for Artificial Intelligence),German Research Center for Artificial Intelligence
229,Multi-Modal Approaches for Post-Editing Machine Translation, Santanu Pal,Saarland University
229,Multi-Modal Approaches for Post-Editing Machine Translation, Josef van Genabith (Saarland University),Saarland University
229,Multi-Modal Approaches for Post-Editing Machine Translation, Antonio Kruger (German Research Center for Artificial Intelligence),German Research Center for Artificial Intelligence
230,Neighborhood Perception in Bar Charts, Mingqian Zhao (Hong Kong University of Science and Technology),Hong Kong University of Science and Technology
230,Neighborhood Perception in Bar Charts, Huamin Qu (Hong Kong University of Science and Technology),Hong Kong University of Science and Technology
230,Neighborhood Perception in Bar Charts, Michael Sedlmair (University of Stuttgart),University of Stuttgart
231,Talking about Chat at Work in the Global South: An Ethnographic Study of Chat Use in India and Kenya, Moira McGregor (Stockholm University),Stockholm University
231,Talking about Chat at Work in the Global South: An Ethnographic Study of Chat Use in India and Kenya, Nicola J. Bidwell (International University of Management),International University of Management
231,Talking about Chat at Work in the Global South: An Ethnographic Study of Chat Use in India and Kenya, Vidya Sarangapani (Newcastle University),Newcastle University
231,Talking about Chat at Work in the Global South: An Ethnographic Study of Chat Use in India and Kenya, Jonathan Appavoo (Boston University),Boston University
231,Talking about Chat at Work in the Global South: An Ethnographic Study of Chat Use in India and Kenya, Jacki O'Neill (Microsoft Research),Microsoft Research
232,What's Happening at that Hip?: Evaluating an On-body Projection based Augmented Reality System for Physiotherapy Classroom, Hasan Shahid Ferdous (University of Melbourne),University of Melbourne
232,What's Happening at that Hip?: Evaluating an On-body Projection based Augmented Reality System for Physiotherapy Classroom, Thuong Hoang (Deakin University),Deakin University
232,What's Happening at that Hip?: Evaluating an On-body Projection based Augmented Reality System for Physiotherapy Classroom, Zaher Joukhadar,University of Melbourne
232,What's Happening at that Hip?: Evaluating an On-body Projection based Augmented Reality System for Physiotherapy Classroom, Martin N. Reinoso,University of Melbourne
232,What's Happening at that Hip?: Evaluating an On-body Projection based Augmented Reality System for Physiotherapy Classroom, Frank Vetere,University of Melbourne
232,What's Happening at that Hip?: Evaluating an On-body Projection based Augmented Reality System for Physiotherapy Classroom, David Kelly,University of Melbourne
232,What's Happening at that Hip?: Evaluating an On-body Projection based Augmented Reality System for Physiotherapy Classroom, Louisa Remedios (University of Melbourne),University of Melbourne
233,Optimising Encoding for Vibrotactile Skin Reading, Granit Luzhnica (Know Center),Know Center
233,Optimising Encoding for Vibrotactile Skin Reading, Eduardo Veas (Graz University of Technology & Know Center),Graz University of Technology & Know Center
234,Bring the Outside In: Providing Accessible Experiences Through VR for People with Dementia in Locked Psychiatric Hospitals, Luma Tabbaa,University of Kent
234,Bring the Outside In: Providing Accessible Experiences Through VR for People with Dementia in Locked Psychiatric Hospitals, Chee Siang Ang (University of Kent),University of Kent
234,Bring the Outside In: Providing Accessible Experiences Through VR for People with Dementia in Locked Psychiatric Hospitals, Vienna Rose (St. Andrew's Healthcare),St. Andrew's Healthcare
234,Bring the Outside In: Providing Accessible Experiences Through VR for People with Dementia in Locked Psychiatric Hospitals, Panote Siriaraya (Kyoto Sangyo University),Kyoto Sangyo University
234,Bring the Outside In: Providing Accessible Experiences Through VR for People with Dementia in Locked Psychiatric Hospitals, Inga Stewart,St Andrew's Healthcare
234,Bring the Outside In: Providing Accessible Experiences Through VR for People with Dementia in Locked Psychiatric Hospitals, Keith G. Jenkins (St Andrew's Healthcare),St Andrew's Healthcare
234,Bring the Outside In: Providing Accessible Experiences Through VR for People with Dementia in Locked Psychiatric Hospitals, Maria Matsangidou (University of Kent),University of Kent
235,Clairbuoyance: Improving Directional Perception for Swimmers, Francisco Kiss (University of Stuttgart),University of Stuttgart
235,Clairbuoyance: Improving Directional Perception for Swimmers, Paweł W. Woźniak (Utrecht University),Utrecht University
235,Clairbuoyance: Improving Directional Perception for Swimmers, Felix Scheerer (University of Stuttgart),University of Stuttgart
235,Clairbuoyance: Improving Directional Perception for Swimmers, Julia Dominiak,Lodz University of Technology
235,Clairbuoyance: Improving Directional Perception for Swimmers, Andrzej Romanowski (Lodz University of Technology),Lodz University of Technology
235,Clairbuoyance: Improving Directional Perception for Swimmers, Albrecht Schmidt (Ludwig Maximilian University of Munich),Ludwig Maximilian University of Munich
236,Unremarkable AI: Fitting Intelligent Decision Support into Critical Clinical Decision-Making Processes, Qian Yang,Carnegie Mellon University
236,Unremarkable AI: Fitting Intelligent Decision Support into Critical Clinical Decision-Making Processes, Aaron Steinfeld,Carnegie Mellon University
236,Unremarkable AI: Fitting Intelligent Decision Support into Critical Clinical Decision-Making Processes, John Zimmerman (Carnegie Mellon University),Carnegie Mellon University
237,AI-Mediated Communication: How the Perception that Profile Text was Written by AI Affects Trustworthiness, Maurice Jakesch (Cornell University),Cornell University
237,AI-Mediated Communication: How the Perception that Profile Text was Written by AI Affects Trustworthiness, Megan French (Stanford University),Stanford University
237,AI-Mediated Communication: How the Perception that Profile Text was Written by AI Affects Trustworthiness, Xiao Ma (Cornell University),Cornell University
237,AI-Mediated Communication: How the Perception that Profile Text was Written by AI Affects Trustworthiness, Jeffrey T. Hancock (Stanford University),Stanford University
237,AI-Mediated Communication: How the Perception that Profile Text was Written by AI Affects Trustworthiness, Mor Naaman (Cornell University),Cornell University
238,Magnetact: Magnetic-sheet-based Haptic Interfaces for Touch Devices, Kentaro Yasu (Nippon Telegraph and Telephone Corporation),Nippon Telegraph and Telephone Corporation
239,Virtual Hubs: Understanding Relational Aspects and Remediating Incubation, Jandy Luik (University of York & Petra Christian University),University of York & Petra Christian University
239,Virtual Hubs: Understanding Relational Aspects and Remediating Incubation, Jenna Ng,University of York
239,Virtual Hubs: Understanding Relational Aspects and Remediating Incubation, Jonathan Hook (University of York),University of York
240,Impulse Buying: Design Practices and Consumer Needs, Carol Moser,University of Michigan
240,Impulse Buying: Design Practices and Consumer Needs, Sarita Y. Schoenebeck,University of Michigan
240,Impulse Buying: Design Practices and Consumer Needs, Paul Resnick (University of Michigan),University of Michigan
241,Communication Breakdowns Between Families and Alexa, Erin Beneteau (University of Washington),University of Washington
241,Communication Breakdowns Between Families and Alexa, Olivia K. Richards (Pennsylvania State University),Pennsylvania State University
241,Communication Breakdowns Between Families and Alexa, Mingrui Zhang,University of Washington
241,Communication Breakdowns Between Families and Alexa, Julie A. Kientz,University of Washington
241,Communication Breakdowns Between Families and Alexa, Jason Yip,University of Washington
241,Communication Breakdowns Between Families and Alexa, Alexis Hiniker (University of Washington),University of Washington
242,Data is Personal: Attitudes and Perceptions of Data Visualization in Rural Pennsylvania, Evan M. Peck,Bucknell University
242,Data is Personal: Attitudes and Perceptions of Data Visualization in Rural Pennsylvania, Sofia E. Ayuso,Bucknell University
242,Data is Personal: Attitudes and Perceptions of Data Visualization in Rural Pennsylvania, Omar El-Etr (Bucknell University),Bucknell University
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Pedro Sanches,KTH Royal Institute of Technology in Stockholm
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Axel Janson,KTH Royal Institute of Technology in Stockholm
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Pavel Karpashevich (KTH Royal Institute of Technology in Stockholm),KTH Royal Institute of Technology in Stockholm
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Camille Nadal,Trinity College Dublin
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, (Trinity College Dublin),Trinity College Dublin
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Chengcheng Qu,Lancaster University
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Claudia Dauden Roquet,Lancaster University
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Muhammad Umair (Lancaster University),Lancaster University
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Charles Windlin (KTH Royal Institute of Technology in Stockholm),KTH Royal Institute of Technology in Stockholm
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Gavin Doherty (Trinity College Dublin),Trinity College Dublin
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Kristina Hook (Royal Institute of Technology KTH),Royal Institute of Technology KTH
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions, Corina Sas (Lancaster University),Lancaster University
244,An Evaluation of Touch Input at the Edge of a Table, Nikhita Joshi,University of Waterloo
244,An Evaluation of Touch Input at the Edge of a Table, Daniel Vogel (University of Waterloo),University of Waterloo
